Term: facebook                       Term Frequency: 123       
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: N                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: V                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: Directions                     Term Frequency: 0         
Term: Age                            Term Frequency: 0         
Term: Popular                        Term Frequency: 0         
Term: Ahn                            Term Frequency: 0         
Term: SNS                            Term Frequency: 0         
Term: Four                           Term Frequency: 0         
Term: Copyright                      Term Frequency: 0         
Term: And                            Term Frequency: 0         
Term: Any                            Term Frequency: 0         
Term: Networks                       Term Frequency: 0         
Term: Negotiation                    Term Frequency: 0         
Term: Twitteracy                     Term Frequency: 0         
Term: Frameworks                     Term Frequency: 0         
Term: They                           Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: Supported                      Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: Valkenburg                     Term Frequency: 0         
Term: Tweetdeck                      Term Frequency: 0         
Term: Digital                        Term Frequency: 0         
Term: Navigation                     Term Frequency: 0         
Term: Towards                        Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: Maryland                       Term Frequency: 0         
Term: Gleason                        Term Frequency: 0         
Term: CHI                            Term Frequency: 0         
Term: Collective                     Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: U.S                            Term Frequency: 0         
Term: Despite                        Term Frequency: 0         
Term: Adjusted                       Term Frequency: 0         
Term: Clegg                          Term Frequency: 0         
Term: Sociocultural                  Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: Peter                          Term Frequency: 0         
Term: Wall                           Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: Horizon                        Term Frequency: 0         
Term: Enhanced                       Term Frequency: 0         
Term: Psychological                  Term Frequency: 0         
Term: Literacies                     Term Frequency: 0         
Term: Cognition                      Term Frequency: 0         
Term: Wash                           Term Frequency: 0         
Term: Particular                     Term Frequency: 0         
Term: Chinn                          Term Frequency: 0         
Term: Belgium                        Term Frequency: 0         
Term: CONCLUSIONS                    Term Frequency: 0         
Term: Tan                            Term Frequency: 0         
Term: Robelia                        Term Frequency: 0         
Term: Can                            Term Frequency: 0         
Term: Mean                           Term Frequency: 0         
Term: Cognitive                      Term Frequency: 0         
Term: Future                         Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: Delta                          Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: DC                             Term Frequency: 0         
Term: Do                             Term Frequency: 0         
Term: Ed                             Term Frequency: 0         
Term: IL                             Term Frequency: 0         
Term: IN                             Term Frequency: 0         
Term: If                             Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: API’s                          Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: USA                            Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: MA                             Term Frequency: 0         
Term: MD                             Term Frequency: 0         
Term: Enhancing                      Term Frequency: 0         
Term: NY                             Term Frequency: 0         
Term: Understanding                  Term Frequency: 0         
Term: Perhaps                        Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: Hornbake                       Term Frequency: 0         
Term: R1                             Term Frequency: 0         
Term: R2                             Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: St                             Term Frequency: 0         
Term: MacArthur                      Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: Relationships                  Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Teachers                       Term Frequency: 0         
Term: Vygotskian                     Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Friend                         Term Frequency: 0         
Term: Leuven                         Term Frequency: 0         
Term: Implications                   Term Frequency: 0         
Term: Advancing                      Term Frequency: 0         
Term: Streams                        Term Frequency: 0         
Term: Dev                            Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: 135I                           Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: Literacy                       Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Distributed                    Term Frequency: 0         
Term: Bonsignore                     Term Frequency: 0         
Term: Miller                         Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Tweeting                       Term Frequency: 0         
Term: ACKNOWLEDGMENTS                Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: Messages                       Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: Observing                      Term Frequency: 0         
Term: ASIST                          Term Frequency: 0         
Term: Rivet                          Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: Marlow                         Term Frequency: 0         
Term: City                           Term Frequency: 0         
Term: Broad                          Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: Similar                        Term Frequency: 0         
Term: Due                            Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Tumblr                         Term Frequency: 0         
Term: Lemke                          Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: Communication                  Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: Hughes                         Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Internet                       Term Frequency: 0         
Term: Posts                          Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: Willingham                     Term Frequency: 0         
Term: Males                          Term Frequency: 0         
Term: Eds                            Term Frequency: 0         
Term: Multitasking                   Term Frequency: 0         
Term: Variable                       Term Frequency: 0         
Term: Shum                           Term Frequency: 0         
Term: Having                         Term Frequency: 0         
Term: Descriptive                    Term Frequency: 0         
Term: Related                        Term Frequency: 0         
Term: Analysis                       Term Frequency: 0         
Term: Workshop                       Term Frequency: 0         
Term: Social                         Term Frequency: 0         
Term: Today’s                        Term Frequency: 0         
Term: John                           Term Frequency: 0         
Term: Fleischmann                    Term Frequency: 0         
Term: Malhotra                       Term Frequency: 0         
Term: Finally                        Term Frequency: 0         
Term: iPhone                         Term Frequency: 0         
Term: American                       Term Frequency: 0         
Term: Judgment                       Term Frequency: 0         
Term: Penguin                        Term Frequency: 0         
Term: Third                          Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Jenkins                        Term Frequency: 0         
Term: Washington                     Term Frequency: 0         
Term: Transmedia                     Term Frequency: 0         
Term: Connection                     Term Frequency: 0         
Term: Writing                        Term Frequency: 0         
Term: Once                           Term Frequency: 0         
Term: Web                            Term Frequency: 0         
Term: ANALYSIS                       Term Frequency: 0         
Term: Appropriation                  Term Frequency: 0         
Term: Why                            Term Frequency: 0         
Term: Variables1                     Term Frequency: 0         
Term: Only                           Term Frequency: 0         
Term: Applying                       Term Frequency: 0         
Term: Kolodner                       Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Sharing                        Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: Individuals                    Term Frequency: 0         
Term: Bienkowski                     Term Frequency: 0         
Term: Practice                       Term Frequency: 0         
Term: Integrate                      Term Frequency: 0         
Term: Trajectories                   Term Frequency: 0         
Term: United                         Term Frequency: 0         
Term: Literat                        Term Frequency: 0         
Term: Continued                      Term Frequency: 0         
Term: Druin                          Term Frequency: 0         
Term: Society                        Term Frequency: 0         
Term: Wallposts                      Term Frequency: 0         
Term: Systems                        Term Frequency: 0         
Term: METHODOLOGY                    Term Frequency: 0         
Term: Dawson.pdf                     Term Frequency: 0         
Term: Regression                     Term Frequency: 0         
Term: Forms                          Term Frequency: 0         
Term: Participants                   Term Frequency: 0         
Term: Park                           Term Frequency: 0         
Term: Building                       Term Frequency: 0         
Term: Similarly                      Term Frequency: 0         
Term: Predicting                     Term Frequency: 0         
Term: Educator                       Term Frequency: 0         
Term: Info                           Term Frequency: 0         
Term: Forum                          Term Frequency: 0         
Term: Networking                     Term Frequency: 0         
Term: SOCIAL                         Term Frequency: 0         
Term: Limitations                    Term Frequency: 0         
Term: Factor                         Term Frequency: 0         
Term: April                          Term Frequency: 0         
Term: Didn’t                         Term Frequency: 0         
Term: Foundation                     Term Frequency: 0         
Term: Learn                          Term Frequency: 0         
Term: Rethinking                     Term Frequency: 0         
Term: Teenagers                      Term Frequency: 0         
Term: IDs                            Term Frequency: 0         
Term: Notes                          Term Frequency: 0         
Term: Feng                           Term Frequency: 0         
Term: Vitak                          Term Frequency: 0         
Term: Studies                        Term Frequency: 0         
Term: Loadings                       Term Frequency: 0         
Term: LITERACY                       Term Frequency: 0         
Term: Links                          Term Frequency: 0         
Term: Interestingly                  Term Frequency: 0         
Term: Waugh                          Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: Predict                        Term Frequency: 0         
Term: Researcher                     Term Frequency: 0         
Term: South                          Term Frequency: 0         
Term: Received                       Term Frequency: 0         
Term: Terms                          Term Frequency: 0         
Term: Before                         Term Frequency: 0         
Term: Moving                         Term Frequency: 0         
Term: Scale                          Term Frequency: 0         
Term: Friends                        Term Frequency: 0         
Term: 2117J                          Term Frequency: 0         
Term: Instagram                      Term Frequency: 0         
Term: What                           Term Frequency: 0         
Term: Gained                         Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: YouTube                        Term Frequency: 0         
Term: When                           Term Frequency: 0         
Term: Facebook                       Term Frequency: 0         
Term: User                           Term Frequency: 0         
Term: Scales                         Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: Gender                         Term Frequency: 0         
Term: Pinterest                      Term Frequency: 0         
Term: Exploratory                    Term Frequency: 0         
Term: Bloomington                    Term Frequency: 0         
Term: Scholars                       Term Frequency: 0         
Term: Keywords                       Term Frequency: 0         
Term: Wikipedia                      Term Frequency: 0         
Term: Young                          Term Frequency: 0         
Term: Remixing                       Term Frequency: 0         
Term: 140Networking                  Term Frequency: 0         
Term: Collaborative                  Term Frequency: 0         
Term: Conversely                     Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Android                        Term Frequency: 0         
Term: Collaboration                  Term Frequency: 0         
Term: Against                        Term Frequency: 0         
Term: Creating                       Term Frequency: 0         
Term: Barton                         Term Frequency: 0         
Term: Varimax                        Term Frequency: 0         
Term: College                        Term Frequency: 0         
Term: Steinfield                     Term Frequency: 0         
Term: Support                        Term Frequency: 0         
Term: Network                        Term Frequency: 0         
Term: DISCUSSION                     Term Frequency: 0         
Term: Measures                       Term Frequency: 0         
Term: None                           Term Frequency: 0         
Term: Youth                          Term Frequency: 0         
Term: York                           Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: Second                         Term Frequency: 0         
Term: Wing                           Term Frequency: 0         
Term: Emergent                       Term Frequency: 0         
Term: Buckingham                     Term Frequency: 0         
Term: With                           Term Frequency: 0         
Term: Bricoleurs                     Term Frequency: 0         
Term: Already                        Term Frequency: 0         
Term: Memes                          Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: Bellanca                       Term Frequency: 0         
Term: SKILLS                         Term Frequency: 0         
Term: INTRODUCTION                   Term Frequency: 0         
Term: Categories                     Term Frequency: 0         
Term: Office                         Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: First                          Term Frequency: 0         
Term: Program                        Term Frequency: 0         
Term: Control                        Term Frequency: 0         
Term: Brandt                         Term Frequency: 0         
Term: Behaviors                      Term Frequency: 0         
Term: Tree                           Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Status                         Term Frequency: 0         
Term: Observe                        Term Frequency: 0         
Term: June                           Term Frequency: 0         
Term: Succinct                       Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: Annual                         Term Frequency: 0         
Term: Measuring                      Term Frequency: 0         
Term: Student                        Term Frequency: 0         
Term: Some                           Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: MIT                            Term Frequency: 0         
Term: ANALYTICS                      Term Frequency: 0         
Term: Factors                        Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: Youtube                        Term Frequency: 0         
Term: Definition                     Term Frequency: 0         
Term: Confronting                    Term Frequency: 0         
Term: Intelligence                   Term Frequency: 0         
Term: Kraut                          Term Frequency: 0         
Term: RESULTS                        Term Frequency: 0         
Term: Simulation                     Term Frequency: 0         
Term: Increasingly                   Term Frequency: 0         
Term: May                            Term Frequency: 0         
Term: Schwartz                       Term Frequency: 0         
Term: Solution                       Term Frequency: 0         
Term: States                         Term Frequency: 0         
Term: Klout                          Term Frequency: 0         
Term: Twitter                        Term Frequency: 0         
Term: Prensky                        Term Frequency: 0         
Term: Polman                         Term Frequency: 0         
Term: Identity                       Term Frequency: 0         
Term: LEARNING                       Term Frequency: 0         
Term: Online                         Term Frequency: 0         
Term: Most                           Term Frequency: 0         
Term: Emails                         Term Frequency: 0         
Term: Shirky                         Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: Chicago                        Term Frequency: 0         
Term: African                        Term Frequency: 0         
Term: Also                           Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Schum                          Term Frequency: 0         
Term: Ferguson                       Term Frequency: 0         
Term: Psychologist                   Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: Dede                           Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: Elizabeth                      Term Frequency: 0         
Term: Means                          Term Frequency: 0         
Term: Percentage                     Term Frequency: 0         
Term: Affiliating                    Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: Hargittai                      Term Frequency: 0         
Term: Changing                       Term Frequency: 0         
Term: Opportunities                  Term Frequency: 0         
Term: OLS                            Term Frequency: 0         
Term: Friending                      Term Frequency: 0         
Term: Facebook’s                     Term Frequency: 0         
Term: Not                            Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: Performance                    Term Frequency: 0         
Term: Current                        Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: MEDIA                          Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: Burke                          Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: Measurement                    Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: Subramaniam                    Term Frequency: 0         
Term: ABSTRACT                       Term Frequency: 0         
Term: Ezra                           Term Frequency: 0         
Term: Old                            Term Frequency: 0         
Term: Activity                       Term Frequency: 0         
Term: Cambridge                      Term Frequency: 0         
Term: Department                     Term Frequency: 0         
Term: Epistemologically              Term Frequency: 0         
Term: Permission                     Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: Traditional                    Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Greenhow                       Term Frequency: 0         
Term: Lists                          Term Frequency: 0         
Term: Articulating                   Term Frequency: 0         
Term: Computing                      Term Frequency: 0         
Term: Messaging                      Term Frequency: 0         
Term: Comparing                      Term Frequency: 0         
Term: Furthermore                    Term Frequency: 0         
Term: Mediated                       Term Frequency: 0         
Term: Beyond                         Term Frequency: 0         
Term: Educators                      Term Frequency: 0         
Term: Silva                          Term Frequency: 0         
Term: Meeting                        Term Frequency: 0         
Term: Phi                            Term Frequency: 0         
Term: Attitudes                      Term Frequency: 0         
Term: Mahn                           Term Frequency: 0         
Term: Differentiating                Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: Wohn                           Term Frequency: 0         
Term: Researchers                    Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Spring                         Term Frequency: 0         
Term: Written                        Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: Female                         Term Frequency: 0         
Term: Many                           Term Frequency: 0         
Term: Steiner                        Term Frequency: 0         
Term: Photos                         Term Frequency: 0         
Term: Pages                          Term Frequency: 0         
Term: Members                        Term Frequency: 0         
Term: Lost                           Term Frequency: 0         
Term: Media                          Term Frequency: 0         
Term: TCETC                          Term Frequency: 0         
Term: Walsh                          Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Statistics                     Term Frequency: 0         
Term: Teaching                       Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: Kappan                         Term Frequency: 0         
Term: Lampe                          Term Frequency: 0         
Term: AND                            Term Frequency: 0         
Term: Hsieh                          Term Frequency: 0         
Term: API                            Term Frequency: 0         
Term: SPARC                          Term Frequency: 0         
Term: Such                           Term Frequency: 0         
Term: Dawson                         Term Frequency: 0         
Term: Descriptors                    Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: General                        Term Frequency: 0         
Term: Ellison                        Term Frequency: 0         
Term: LOST                           Term Frequency: 0         
Term: Standardized                   Term Frequency: 0         
Term: Play                           Term Frequency: 0         
Term: Member                         Term Frequency: 0         
Term: Rotherham                      Term Frequency: 0         
Term: Videos                         Term Frequency: 0         
Term: Skills                         Term Frequency: 0         
