Term: students                       Term Frequency: 117       
Term: run                            Term Frequency: 1         
Term: correctness                    Term Frequency: 1         
Term: generating                     Term Frequency: 1         
Term: participating                  Term Frequency: 1         
Term: greater                        Term Frequency: 1         
Term: generation                     Term Frequency: 1         
Term: failing                        Term Frequency: 1         
Term: contextually                   Term Frequency: 1         
Term: display                        Term Frequency: 1         
Term: described                      Term Frequency: 1         
Term: affecting                      Term Frequency: 1         
Term: scripts                        Term Frequency: 1         
Term: matrices                       Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: move                           Term Frequency: 1         
Term: sat                            Term Frequency: 1         
Term: spread                         Term Frequency: 1         
Term: treating                       Term Frequency: 1         
Term: frequencies                    Term Frequency: 1         
Term: simply                         Term Frequency: 1         
Term: completing                     Term Frequency: 1         
Term: personal                       Term Frequency: 1         
Term: symptoms                       Term Frequency: 1         
Term: deal                           Term Frequency: 1         
Term: 4870                           Term Frequency: 1         
Term: uncovering                     Term Frequency: 1         
Term: faded                          Term Frequency: 1         
Term: she                            Term Frequency: 1         
Term: resumed                        Term Frequency: 1         
Term: little                         Term Frequency: 1         
Term: representational               Term Frequency: 1         
Term: frustrated                     Term Frequency: 1         
Term: advanced                       Term Frequency: 1         
Term: improved                       Term Frequency: 1         
Term: striking                       Term Frequency: 1         
Term: tasks                          Term Frequency: 1         
Term: change                         Term Frequency: 1         
Term: 100                            Term Frequency: 1         
Term: 105                            Term Frequency: 1         
Term: drawn                          Term Frequency: 1         
Term: secondary                      Term Frequency: 1         
Term: 126                            Term Frequency: 1         
Term: interpreted                    Term Frequency: 1         
Term: subsets                        Term Frequency: 1         
Term: actively                       Term Frequency: 1         
Term: 147                            Term Frequency: 1         
Term: 148                            Term Frequency: 1         
Term: 151                            Term Frequency: 1         
Term: interviews                     Term Frequency: 1         
Term: 157                            Term Frequency: 1         
Term: distinctions                   Term Frequency: 1         
Term: 6.03                           Term Frequency: 1         
Term: 161                            Term Frequency: 1         
Term: 167                            Term Frequency: 1         
Term: doing                          Term Frequency: 1         
Term: 172                            Term Frequency: 1         
Term: 179                            Term Frequency: 1         
Term: passing                        Term Frequency: 1         
Term: 197                            Term Frequency: 1         
Term: children                       Term Frequency: 1         
Term: strategically                  Term Frequency: 1         
Term: goal                           Term Frequency: 1         
Term: d19fe8                         Term Frequency: 1         
Term: slices                         Term Frequency: 1         
Term: range                          Term Frequency: 1         
Term: verbalizing                    Term Frequency: 1         
Term: elements                       Term Frequency: 1         
Term: responses                      Term Frequency: 1         
Term: growing                        Term Frequency: 1         
Term: sage                           Term Frequency: 1         
Term: potentially                    Term Frequency: 1         
Term: instances                      Term Frequency: 1         
Term: floating                       Term Frequency: 1         
Term: motion                         Term Frequency: 1         
Term: idle                           Term Frequency: 1         
Term: category                       Term Frequency: 1         
Term: tends                          Term Frequency: 1         
Term: Rau                            Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: F                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: H                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: N                              Term Frequency: 0         
Term: O                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: Q                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: V                              Term Frequency: 0         
Term: W                              Term Frequency: 0         
Term: X                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: Z                              Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: Effectiveness                  Term Frequency: 0         
Term: Shavelson                      Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: Informally                     Term Frequency: 0         
Term: Nesbit                         Term Frequency: 0         
Term: Gowda                          Term Frequency: 0         
Term: Nonetheless                    Term Frequency: 0         
Term: Reasoning                      Term Frequency: 0         
Term: Copyright                      Term Frequency: 0         
Term: And                            Term Frequency: 0         
Term: Rummel                         Term Frequency: 0         
Term: Then                           Term Frequency: 0         
Term: Toward                         Term Frequency: 0         
Term: Laurentino                     Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: Glymour                        Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: Newell’s                       Term Frequency: 0         
Term: Help                           Term Frequency: 0         
Term: Given                          Term Frequency: 0         
Term: Franceska                      Term Frequency: 0         
Term: TAs                            Term Frequency: 0         
Term: San                            Term Frequency: 0         
Term: Gaševi                         Term Frequency: 0         
Term: CCS                            Term Frequency: 0         
Term: Pedro                          Term Frequency: 0         
Term: TEL                            Term Frequency: 0         
Term: Towards                        Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: BROMP                          Term Frequency: 0         
Term: CHI                            Term Frequency: 0         
Term: Kenneth                        Term Frequency: 0         
Term: Gutierrez                      Term Frequency: 0         
Term: Columbia                       Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: Philippine                     Term Frequency: 0         
Term: Mavrikis                       Term Frequency: 0         
Term: U.S                            Term Frequency: 0         
Term: MULTIMODAL                     Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: Collection                     Term Frequency: 0         
Term: Inactive                       Term Frequency: 0         
Term: Anderson                       Term Frequency: 0         
Term: Prior                          Term Frequency: 0         
Term: Enhanced                       Term Frequency: 0         
Term: Baker                          Term Frequency: 0         
Term: Brighter                       Term Frequency: 0         
Term: Awareness                      Term Frequency: 0         
Term: Since                          Term Frequency: 0         
Term: Cognitive                      Term Frequency: 0         
Term: Griffin                        Term Frequency: 0         
Term: Beck                           Term Frequency: 0         
Term: BC                             Term Frequency: 0         
Term: Ai                             Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: EC                             Term Frequency: 0         
Term: De                             Term Frequency: 0         
Term: During                         Term Frequency: 0         
Term: SPACLE1                        Term Frequency: 0         
Term: Schofield                      Term Frequency: 0         
Term: DOI                            Term Frequency: 0         
Term: Hu                             Term Frequency: 0         
Term: Tom                            Term Frequency: 0         
Term: Top                            Term Frequency: 0         
Term: If                             Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: KC                             Term Frequency: 0         
Term: Rather                         Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: Ma                             Term Frequency: 0         
Term: NY                             Term Frequency: 0         
Term: PA                             Term Frequency: 0         
Term: PC                             Term Frequency: 0         
Term: Award                          Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: Meta                           Term Frequency: 0         
Term: Beth                           Term Frequency: 0         
Term: TA                             Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: So                             Term Frequency: 0         
Term: Blikstein                      Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: US                             Term Frequency: 0         
Term: Evaluation                     Term Frequency: 0         
Term: Automated                      Term Frequency: 0         
Term: Free                           Term Frequency: 0         
Term: Ocumpaugh                      Term Frequency: 0         
Term: System                         Term Frequency: 0         
Term: Relationships                  Term Frequency: 0         
Term: Alternatively                  Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Sharma                         Term Frequency: 0         
Term: Within                         Term Frequency: 0         
Term: Teachers                       Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Rodrigo                        Term Frequency: 0         
Term: Unified                        Term Frequency: 0         
Term: EDM                            Term Frequency: 0         
Term: From                           Term Frequency: 0         
Term: Handbook                       Term Frequency: 0         
Term: Physical                       Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Ateneo                         Term Frequency: 0         
Term: BACKGROUND                     Term Frequency: 0         
Term: Miller                         Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Wixon                          Term Frequency: 0         
Term: Jimenez                        Term Frequency: 0         
Term: ACKNOWLEDGMENTS                Term Frequency: 0         
Term: Gillet                         Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: Holzer                         Term Frequency: 0         
Term: Sciences                       Term Frequency: 0         
Term: Use                            Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: THROUGH                        Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: Due                            Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Causation                      Term Frequency: 0         
Term: Challenging                    Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: Worsley                        Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Specifically                   Term Frequency: 0         
Term: FCI                            Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: McCaffrey                      Term Frequency: 0         
Term: Wheel                          Term Frequency: 0         
Term: Boroujeni                      Term Frequency: 0         
Term: R.S.J.d                        Term Frequency: 0         
Term: Analysis                       Term Frequency: 0         
Term: Technical                      Term Frequency: 0         
Term: Fancsali                       Term Frequency: 0         
Term: Analyses                       Term Frequency: 0         
Term: Contextual                     Term Frequency: 0         
Term: Workshop                       Term Frequency: 0         
Term: NIPS                           Term Frequency: 0         
Term: Topics                         Term Frequency: 0         
Term: Report                         Term Frequency: 0         
Term: STUDY                          Term Frequency: 0         
Term: Finally                        Term Frequency: 0         
Term: Intelligent                    Term Frequency: 0         
Term: Third                          Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Seeing                         Term Frequency: 0         
Term: Artificial                     Term Frequency: 0         
Term: Interactions                   Term Frequency: 0         
Term: Petsche                        Term Frequency: 0         
Term: TechTrends                     Term Frequency: 0         
Term: Informing                      Term Frequency: 0         
Term: Learning’s                     Term Frequency: 0         
Term: Partial                        Term Frequency: 0         
Term: Vicente                        Term Frequency: 0         
Term: Almost                         Term Frequency: 0         
Term: DataShop                       Term Frequency: 0         
Term: DATASETS                       Term Frequency: 0         
Term: Ritter                         Term Frequency: 0         
Term: Design                         Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Grant                          Term Frequency: 0         
Term: Contrary                       Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: Rebolledo                      Term Frequency: 0         
Term: Triana                         Term Frequency: 0         
Term: Blended                        Term Frequency: 0         
Term: Each                           Term Frequency: 0         
Term: Concepts                       Term Frequency: 0         
Term: Castro                         Term Frequency: 0         
Term: Under                          Term Frequency: 0         
Term: After                          Term Frequency: 0         
Term: Frequency                      Term Frequency: 0         
Term: Latin                          Term Frequency: 0         
Term: Does                           Term Frequency: 0         
Term: Aside                          Term Frequency: 0         
Term: Pain                           Term Frequency: 0         
Term: Stang                          Term Frequency: 0         
Term: Pane                           Term Frequency: 0         
Term: Systems                        Term Frequency: 0         
Term: Tetrad                         Term Frequency: 0         
Term: Wagner                         Term Frequency: 0         
Term: Similarly                      Term Frequency: 0         
Term: Mind                           Term Frequency: 0         
Term: Harvard                        Term Frequency: 0         
Term: VanLehn                        Term Frequency: 0         
Term: Indeed                         Term Frequency: 0         
Term: Kalka                          Term Frequency: 0         
Term: Figures                        Term Frequency: 0         
Term: Students                       Term Frequency: 0         
Term: Spirtes                        Term Frequency: 0         
Term: Often                          Term Frequency: 0         
Term: Learn                          Term Frequency: 0         
Term: Steenbergen                    Term Frequency: 0         
Term: LookWhosTalking3               Term Frequency: 0         
Term: PAGs                           Term Frequency: 0         
Term: Yet                            Term Frequency: 0         
Term: Schwendimann                   Term Frequency: 0         
Term: Vincent                        Term Frequency: 0         
Term: Manual                         Term Frequency: 0         
Term: CLASSROOM                      Term Frequency: 0         
Term: America                        Term Frequency: 0         
Term: Interestingly                  Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: Poulovassilis                  Term Frequency: 0         
Term: Analytic                       Term Frequency: 0         
Term: ITS                            Term Frequency: 0         
Term: Instead                        Term Frequency: 0         
Term: Yudelson                       Term Frequency: 0         
Term: Developing                     Term Frequency: 0         
Term: Maldonado                      Term Frequency: 0         
Term: Issues                         Term Frequency: 0         
Term: Salvi                          Term Frequency: 0         
Term: Tutoring                       Term Frequency: 0         
Term: What                           Term Frequency: 0         
Term: Fletcher                       Term Frequency: 0         
Term: Gaming                         Term Frequency: 0         
Term: IJTEL                          Term Frequency: 0         
Term: Multimodal                     Term Frequency: 0         
Term: Policy                         Term Frequency: 0         
Term: Spatial                        Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: cs.cmu.eduABSTRACT             Term Frequency: 0         
Term: Mellon                         Term Frequency: 0         
Term: Institute                      Term Frequency: 0         
Term: Corbett                        Term Frequency: 0         
Term: Holstein                       Term Frequency: 0         
Term: Computers                      Term Frequency: 0         
Term: Keywords                       Term Frequency: 0         
Term: Manila                         Term Frequency: 0         
Term: Berman                         Term Frequency: 0         
Term: Available                      Term Frequency: 0         
Term: Bishop                         Term Frequency: 0         
Term: Kery                           Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Publishing                     Term Frequency: 0         
Term: Glenn                          Term Frequency: 0         
Term: Collaboration                  Term Frequency: 0         
Term: Detection                      Term Frequency: 0         
Term: Detecting                      Term Frequency: 0         
Term: Unlike                         Term Frequency: 0         
Term: Tenenbaum                      Term Frequency: 0         
Term: College                        Term Frequency: 0         
Term: Training                       Term Frequency: 0         
Term: DISCUSSION                     Term Frequency: 0         
Term: Prieto                         Term Frequency: 0         
Term: Critical                       Term Frequency: 0         
Term: Uniform                        Term Frequency: 0         
Term: Rodriguez                      Term Frequency: 0         
Term: Tutor                          Term Frequency: 0         
Term: York                           Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: Second                         Term Frequency: 0         
Term: Laboratory                     Term Frequency: 0         
Term: Note                           Term Frequency: 0         
Term: Interaction                    Term Frequency: 0         
Term: Mathematics                    Term Frequency: 0         
Term: Xhakaj                         Term Frequency: 0         
Term: Even                           Term Frequency: 0         
Term: Canada                         Term Frequency: 0         
Term: Wylie                          Term Frequency: 0         
Term: Monitoring                     Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: Berlin                         Term Frequency: 0         
Term: Walker                         Term Frequency: 0         
Term: Replay                         Term Frequency: 0         
Term: INTRODUCTION                   Term Frequency: 0         
Term: March                          Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: DAGs                           Term Frequency: 0         
Term: Davenport                      Term Frequency: 0         
Term: First                          Term Frequency: 0         
Term: AIED                           Term Frequency: 0         
Term: Philippines                    Term Frequency: 0         
Term: Koedinger                      Term Frequency: 0         
Term: Bruce                          Term Frequency: 0         
Term: LOG                            Term Frequency: 0         
Term: Martinez                       Term Frequency: 0         
Term: Algebra                        Term Frequency: 0         
Term: TutorShop                      Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Wasserman                      Term Frequency: 0         
Term: R305B150008                    Term Frequency: 0         
Term: Shirvani                       Term Frequency: 0         
Term: Vozniuk                        Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: Publication                    Term Frequency: 0         
Term: Student                        Term Frequency: 0         
Term: Some                           Term Frequency: 0         
Term: Biometrika                     Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: Robins                         Term Frequency: 0         
Term: MIT                            Term Frequency: 0         
Term: Systematic                     Term Frequency: 0         
Term: Liu                            Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: Log                            Term Frequency: 0         
Term: Without                        Term Frequency: 0         
Term: Intelligence                   Term Frequency: 0         
Term: Cross                          Term Frequency: 0         
Term: Fourth                         Term Frequency: 0         
Term: Dillenbourg                    Term Frequency: 0         
Term: Talking                        Term Frequency: 0         
Term: Bayesian                       Term Frequency: 0         
Term: Explorer                       Term Frequency: 0         
Term: Sensor                         Term Frequency: 0         
Term: Outside                        Term Frequency: 0         
Term: Although                       Term Frequency: 0         
Term: Mining                         Term Frequency: 0         
Term: Reflection                     Term Frequency: 0         
Term: Metacognition                  Term Frequency: 0         
Term: Alan                           Term Frequency: 0         
Term: Newell                         Term Frequency: 0         
Term: Another                        Term Frequency: 0         
Term: Teacher                        Term Frequency: 0         
Term: Request                        Term Frequency: 0         
Term: Aleven                         Term Frequency: 0         
Term: NSF                            Term Frequency: 0         
Term: Either                         Term Frequency: 0         
Term: King                           Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: Also                           Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Searching                      Term Frequency: 0         
Term: Cooper                         Term Frequency: 0         
Term: Kulik                          Term Frequency: 0         
Term: Psychologist                   Term Frequency: 0         
Term: Bottom                         Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: Over                           Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: Stamper                        Term Frequency: 0         
Term: Through                        Term Frequency: 0         
Term: Direct                         Term Frequency: 0         
Term: Compatible                     Term Frequency: 0         
Term: Dashboard                      Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: Zero                           Term Frequency: 0         
Term: Special                        Term Frequency: 0         
Term: Causal                         Term Frequency: 0         
Term: CASE                           Term Frequency: 0         
Term: Amos                           Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: Kumar                          Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: ICLS                           Term Frequency: 0         
Term: REPLAY                         Term Frequency: 0         
Term: PAG                            Term Frequency: 0         
Term: McLaren                        Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: Lynnette                       Term Frequency: 0         
Term: Hand                           Term Frequency: 0         
Term: Roll                           Term Frequency: 0         
Term: Heidelberg                     Term Frequency: 0         
Term: Discussion                     Term Frequency: 0         
Term: CSCL                           Term Frequency: 0         
Term: ITSs                           Term Frequency: 0         
Term: Field                          Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: Gong                           Term Frequency: 0         
Term: Siemens                        Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: Lessons                        Term Frequency: 0         
Term: Off                            Term Frequency: 0         
Term: Rosé                           Term Frequency: 0         
Term: Saxe                           Term Frequency: 0         
Term: Activity                       Term Frequency: 0         
Term: Cambridge                      Term Frequency: 0         
Term: Department                     Term Frequency: 0         
Term: Permission                     Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: Inquiry                        Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Karam                          Term Frequency: 0         
Term: Santos                         Term Frequency: 0         
Term: SPACLE                         Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Computing                      Term Frequency: 0         
Term: Following                      Term Frequency: 0         
Term: Results                        Term Frequency: 0         
Term: EXPLORING                      Term Frequency: 0         
Term: Affect                         Term Frequency: 0         
Term: IJAIED                         Term Frequency: 0         
Term: Furthermore                    Term Frequency: 0         
Term: Ogan                           Term Frequency: 0         
Term: Beyond                         Term Frequency: 0         
Term: Evolution                      Term Frequency: 0         
Term: CTAT                           Term Frequency: 0         
Term: Carnegie                       Term Frequency: 0         
Term: Test                           Term Frequency: 0         
Term: Springer                       Term Frequency: 0         
Term: Classroom                      Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: A.Z                            Term Frequency: 0         
Term: Researchers                    Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Psychology                     Term Frequency: 0         
Term: Adesope                        Term Frequency: 0         
Term: Investigating                  Term Frequency: 0         
Term: ITS’s                          Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: Protocol                       Term Frequency: 0         
Term: Several                        Term Frequency: 0         
Term: Pre                            Term Frequency: 0         
Term: Permissions                    Term Frequency: 0         
Term: Long                           Term Frequency: 0         
Term: Labrum                         Term Frequency: 0         
Term: Mary                           Term Frequency: 0         
Term: Vancouver                      Term Frequency: 0         
Term: Mendez                         Term Frequency: 0         
Term: Applied                        Term Frequency: 0         
Term: Scheines                       Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Teaching                       Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: Carvalho                       Term Frequency: 0         
Term: Dyke                           Term Frequency: 0         
Term: S.M                            Term Frequency: 0         
Term: FUTURE                         Term Frequency: 0         
Term: Pittsburgh                     Term Frequency: 0         
Term: B.M                            Term Frequency: 0         
Term: AND                            Term Frequency: 0         
Term: Borko                          Term Frequency: 0         
Term: Rossi                          Term Frequency: 0         
Term: Such                           Term Frequency: 0         
Term: Dawson                         Term Frequency: 0         
Term: Physics                        Term Frequency: 0         
Term: Jasper                         Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: Raca                           Term Frequency: 0         
Term: Let’s                          Term Frequency: 0         
Term: Kusbit                         Term Frequency: 0         
Term: Pelletier                      Term Frequency: 0         
Term: WORK                           Term Frequency: 0         
Term: Roberts                        Term Frequency: 0         
Term: Supporting                     Term Frequency: 0         
Term: Ran                            Term Frequency: 0         
