Term: posts                          Term Frequency: 142       
Term: experiences                    Term Frequency: 1         
Term: appears                        Term Frequency: 1         
Term: positioning                    Term Frequency: 1         
Term: ranked                         Term Frequency: 1         
Term: experienced                    Term Frequency: 1         
Term: sought                         Term Frequency: 1         
Term: accessing                      Term Frequency: 1         
Term: contribution                   Term Frequency: 1         
Term: bigram                         Term Frequency: 1         
Term: descriptions                   Term Frequency: 1         
Term: mainly                         Term Frequency: 1         
Term: five                           Term Frequency: 1         
Term: fits                           Term Frequency: 1         
Term: 2009.09.030                    Term Frequency: 1         
Term: employ                         Term Frequency: 1         
Term: dependent                      Term Frequency: 1         
Term: reduced                        Term Frequency: 1         
Term: itself                         Term Frequency: 1         
Term: anyone                         Term Frequency: 1         
Term: broadcast                      Term Frequency: 1         
Term: evolving                       Term Frequency: 1         
Term: cannot                         Term Frequency: 1         
Term: space                          Term Frequency: 1         
Term: assessing                      Term Frequency: 1         
Term: commitment                     Term Frequency: 1         
Term: covered                        Term Frequency: 1         
Term: charging                       Term Frequency: 1         
Term: aiming                         Term Frequency: 1         
Term: setting                        Term Frequency: 1         
Term: preexisting                    Term Frequency: 1         
Term: misclassified                  Term Frequency: 1         
Term: jvytasek                       Term Frequency: 1         
Term: qualities                      Term Frequency: 1         
Term: helped                         Term Frequency: 1         
Term: duplicated                     Term Frequency: 1         
Term: ratings                        Term Frequency: 1         
Term: message                        Term Frequency: 1         
Term: years                          Term Frequency: 1         
Term: algorithm                      Term Frequency: 1         
Term: system                         Term Frequency: 1         
Term: of_the                         Term Frequency: 1         
Term: always                         Term Frequency: 1         
Term: unigram                        Term Frequency: 1         
Term: already                        Term Frequency: 1         
Term: applicable                     Term Frequency: 1         
Term: leverage                       Term Frequency: 1         
Term: prerequisites                  Term Frequency: 1         
Term: consists                       Term Frequency: 1         
Term: until                          Term Frequency: 1         
Term: accurate                       Term Frequency: 1         
Term: grade                          Term Frequency: 1         
Term: choices                        Term Frequency: 1         
Term: increased                      Term Frequency: 1         
Term: diversity                      Term Frequency: 1         
Term: 015                            Term Frequency: 1         
Term: absence                        Term Frequency: 1         
Term: negative                       Term Frequency: 1         
Term: datastage.stanford.edu         Term Frequency: 1         
Term: discourse                      Term Frequency: 1         
Term: broad                          Term Frequency: 1         
Term: participating                  Term Frequency: 1         
Term: greater                        Term Frequency: 1         
Term: case                           Term Frequency: 1         
Term: pattern                        Term Frequency: 1         
Term: inaccurate                     Term Frequency: 1         
Term: conceptually                   Term Frequency: 1         
Term: connections                    Term Frequency: 1         
Term: kind                           Term Frequency: 1         
Term: generative                     Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: depression                     Term Frequency: 1         
Term: reflected                      Term Frequency: 1         
Term: bag                            Term Frequency: 1         
Term: dropouts                       Term Frequency: 1         
Term: personal                       Term Frequency: 1         
Term: socializing                    Term Frequency: 1         
Term: affect                         Term Frequency: 1         
Term: compared                       Term Frequency: 1         
Term: practices                      Term Frequency: 1         
Term: visa                           Term Frequency: 1         
Term: diagnose                       Term Frequency: 1         
Term: bed                            Term Frequency: 1         
Term: typically                      Term Frequency: 1         
Term: collector                      Term Frequency: 1         
Term: peers                          Term Frequency: 1         
Term: improved                       Term Frequency: 1         
Term: satisfied                      Term Frequency: 1         
Term: exclusively                    Term Frequency: 1         
Term: discovery                      Term Frequency: 1         
Term: 2014.2337900                   Term Frequency: 1         
Term: annotations                    Term Frequency: 1         
Term: proceeds                       Term Frequency: 1         
Term: reviewed                       Term Frequency: 1         
Term: 102                            Term Frequency: 1         
Term: issuance                       Term Frequency: 1         
Term: occurrences                    Term Frequency: 1         
Term: 117                            Term Frequency: 1         
Term: prompts                        Term Frequency: 1         
Term: generalization                 Term Frequency: 1         
Term: 126                            Term Frequency: 1         
Term: lessons                        Term Frequency: 1         
Term: enhances                       Term Frequency: 1         
Term: serving                        Term Frequency: 1         
Term: 137                            Term Frequency: 1         
Term: makes                          Term Frequency: 1         
Term: 140                            Term Frequency: 1         
Term: 141                            Term Frequency: 1         
Term: 145                            Term Frequency: 1         
Term: express                        Term Frequency: 1         
Term: 153                            Term Frequency: 1         
Term: frequency                      Term Frequency: 1         
Term: 157                            Term Frequency: 1         
Term: generate                       Term Frequency: 1         
Term: 160                            Term Frequency: 1         
Term: 165                            Term Frequency: 1         
Term: 169                            Term Frequency: 1         
Term: 170                            Term Frequency: 1         
Term: 172                            Term Frequency: 1         
Term: 179                            Term Frequency: 1         
Term: missing                        Term Frequency: 1         
Term: 181                            Term Frequency: 1         
Term: subset3                        Term Frequency: 1         
Term: credential                     Term Frequency: 1         
Term: guide                          Term Frequency: 1         
Term: flag                           Term Frequency: 1         
Term: derive                         Term Frequency: 1         
Term: filter                         Term Frequency: 1         
Term: versa                          Term Frequency: 1         
Term: goes                           Term Frequency: 1         
Term: towards                        Term Frequency: 1         
Term: potentially                    Term Frequency: 1         
Term: targeting                      Term Frequency: 1         
Term: response                       Term Frequency: 1         
Term: responsive                     Term Frequency: 1         
Term: Massive                        Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: F                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: H                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: O                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: Q                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: V                              Term Frequency: 0         
Term: X                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: Z                              Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: Center                         Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: C.G                            Term Frequency: 0         
Term: Nonetheless                    Term Frequency: 0         
Term: All                            Term Frequency: 0         
Term: Copyright                      Term Frequency: 0         
Term: Huang                          Term Frequency: 0         
Term: Their                          Term Frequency: 0         
Term: Are                            Term Frequency: 0         
Term: Influence                      Term Frequency: 0         
Term: Group                          Term Frequency: 0         
Term: They                           Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: Given                          Term Frequency: 0         
Term: Interactional                  Term Frequency: 0         
Term: TAs                            Term Frequency: 0         
Term: San                            Term Frequency: 0         
Term: Gaševi                         Term Frequency: 0         
Term: CCS                            Term Frequency: 0         
Term: Researcher’s                   Term Frequency: 0         
Term: Simon                          Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: Maryland                       Term Frequency: 0         
Term: DeBoer                         Term Frequency: 0         
Term: THE                            Term Frequency: 0         
Term: Computational                  Term Frequency: 0         
Term: Jiang                          Term Frequency: 0         
Term: Hearst                         Term Frequency: 0         
Term: Columbia                       Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: TLT                            Term Frequency: 0         
Term: Big                            Term Frequency: 0         
Term: December                       Term Frequency: 0         
Term: CMC                            Term Frequency: 0         
Term: Adamson                        Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: Spain                          Term Frequency: 0         
Term: Generalizability               Term Frequency: 0         
Term: Lake                           Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: Edinburgh                      Term Frequency: 0         
Term: Zingaro                        Term Frequency: 0         
Term: But                            Term Frequency: 0         
Term: Collectively                   Term Frequency: 0         
Term: Time                           Term Frequency: 0         
Term: Contexts                       Term Frequency: 0         
Term: Breslow                        Term Frequency: 0         
Term: Gütl                           Term Frequency: 0         
Term: Zhang                          Term Frequency: 0         
Term: Belgium                        Term Frequency: 0         
Term: Tan                            Term Frequency: 0         
Term: Unigrams                       Term Frequency: 0         
Term: Testing                        Term Frequency: 0         
Term: Can                            Term Frequency: 0         
Term: Source                         Term Frequency: 0         
Term: Since                          Term Frequency: 0         
Term: Future                         Term Frequency: 0         
Term: A4                             Term Frequency: 0         
Term: Finland                        Term Frequency: 0         
Term: Brinton                        Term Frequency: 0         
Term: Ebner                          Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: At                             Term Frequency: 0         
Term: Linguistics                    Term Frequency: 0         
Term: AACE                           Term Frequency: 0         
Term: Do                             Term Frequency: 0         
Term: Editorial                      Term Frequency: 0         
Term: Condition                      Term Frequency: 0         
Term: PLoS                           Term Frequency: 0         
Term: DOI                            Term Frequency: 0         
Term: Ho                             Term Frequency: 0         
Term: Top                            Term Frequency: 0         
Term: I_                             Term Frequency: 0         
Term: If                             Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: Is                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: V3T                            Term Frequency: 0         
Term: USA                            Term Frequency: 0         
Term: L2                             Term Frequency: 0         
Term: Rather                         Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: Seaton                         Term Frequency: 0         
Term: Li                             Term Frequency: 0         
Term: Introduction                   Term Frequency: 0         
Term: NY                             Term Frequency: 0         
Term: Framing                        Term Frequency: 0         
Term: Rizzardini                     Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: Cui                            Term Frequency: 0         
Term: Qi                             Term Frequency: 0         
Term: RQ                             Term Frequency: 0         
Term: TA                             Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Other                          Term Frequency: 0         
Term: UK                             Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: Automated                      Term Frequency: 0         
Term: Theoretically                  Term Frequency: 0         
Term: Alternatively                  Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: Chiang                         Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Within                         Term Frequency: 0         
Term: Teachers                       Term Frequency: 0         
Term: Seven                          Term Frequency: 0         
Term: Yi                             Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Friend                         Term Frequency: 0         
Term: Leuven                         Term Frequency: 0         
Term: CONCLUSION                     Term Frequency: 0         
Term: Lerman                         Term Frequency: 0         
Term: From                           Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Though                         Term Frequency: 0         
Term: Trentin                        Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Number                         Term Frequency: 0         
Term: Pronoun                        Term Frequency: 0         
Term: ACKNOWLEDGMENTS                Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: Makos                          Term Frequency: 0         
Term: Shah                           Term Frequency: 0         
Term: EUA                            Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: City                           Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: Similar                        Term Frequency: 0         
Term: Due                            Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: Schütze                        Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Manning                        Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: London                         Term Frequency: 0         
Term: Additionally                   Term Frequency: 0         
Term: Communication                  Term Frequency: 0         
Term: Section                        Term Frequency: 0         
Term: Deconstructing                 Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Specifically                   Term Frequency: 0         
Term: Internet                       Term Frequency: 0         
Term: Foster                         Term Frequency: 0         
Term: Posts                          Term Frequency: 0         
Term: edX's                          Term Frequency: 0         
Term: Adding                         Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: Model                          Term Frequency: 0         
Term: EdX                            Term Frequency: 0         
Term: Whittinghill                   Term Frequency: 0         
Term: Tasks                          Term Frequency: 0         
Term: Jovita                         Term Frequency: 0         
Term: Therefore                      Term Frequency: 0         
Term: Gnawali                        Term Frequency: 0         
Term: Related                        Term Frequency: 0         
Term: Surrey                         Term Frequency: 0         
Term: Dataset1                       Term Frequency: 0         
Term: Workshop                       Term Frequency: 0         
Term: G.S                            Term Frequency: 0         
Term: Optional                       Term Frequency: 0         
Term: External                       Term Frequency: 0         
Term: NIPS                           Term Frequency: 0         
Term: Report                         Term Frequency: 0         
Term: Stark                          Term Frequency: 0         
Term: STUDY                          Term Frequency: 0         
Term: Herring                        Term Frequency: 0         
Term: Finally                        Term Frequency: 0         
Term: American                       Term Frequency: 0         
Term: Third                          Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Identifying                    Term Frequency: 0         
Term: Brussel                        Term Frequency: 0         
Term: Identification                 Term Frequency: 0         
Term: Starburst                      Term Frequency: 0         
Term: Hausknecht                     Term Frequency: 0         
Term: Areas                          Term Frequency: 0         
Term: Wan                            Term Frequency: 0         
Term: Quality                        Term Frequency: 0         
Term: Development                    Term Frequency: 0         
Term: Ellis                          Term Frequency: 0         
Term: Order                          Term Frequency: 0         
Term: Meetups                        Term Frequency: 0         
Term: Notably                        Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Notable                        Term Frequency: 0         
Term: Fox                            Term Frequency: 0         
Term: Language                       Term Frequency: 0         
Term: Generally                      Term Frequency: 0         
Term: Workbench                      Term Frequency: 0         
Term: Potential                      Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: Superposter                    Term Frequency: 0         
Term: RStudio                        Term Frequency: 0         
Term: Practice                       Term Frequency: 0         
Term: Dynamics                       Term Frequency: 0         
Term: Each                           Term Frequency: 0         
Term: Overall                        Term Frequency: 0         
Term: United                         Term Frequency: 0         
Term: Concepts                       Term Frequency: 0         
Term: Starting                       Term Frequency: 0         
Term: Quiz                           Term Frequency: 0         
Term: Baltimore                      Term Frequency: 0         
Term: After                          Term Frequency: 0         
Term: Does                           Term Frequency: 0         
Term: Howley                         Term Frequency: 0         
Term: Lightside                      Term Frequency: 0         
Term: Coding                         Term Frequency: 0         
Term: Introductions                  Term Frequency: 0         
Term: Practical                      Term Frequency: 0         
Term: StanfordMoocPosts              Term Frequency: 0         
Term: Content                        Term Frequency: 0         
Term: Additional                     Term Frequency: 0         
Term: Building                       Term Frequency: 0         
Term: Similarly                      Term Frequency: 0         
Term: Daumé                          Term Frequency: 0         
Term: Apart                          Term Frequency: 0         
Term: Predicting                     Term Frequency: 0         
Term: Threads                        Term Frequency: 0         
Term: White                          Term Frequency: 0         
Term: Forum                          Term Frequency: 0         
Term: Study                          Term Frequency: 0         
Term: Predictive                     Term Frequency: 0         
Term: Benefit                        Term Frequency: 0         
Term: Limitations                    Term Frequency: 0         
Term: April                          Term Frequency: 0         
Term: Accuracy                       Term Frequency: 0         
Term: Topic                          Term Frequency: 0         
Term: Students                       Term Frequency: 0         
Term: Foundation                     Term Frequency: 0         
Term: Open                           Term Frequency: 0         
Term: Coursera                       Term Frequency: 0         
Term: Association                    Term Frequency: 0         
Term: Stump                          Term Frequency: 0         
Term: Modeling                       Term Frequency: 0         
Term: III                            Term Frequency: 0         
Term: Studies                        Term Frequency: 0         
Term: Preparation                    Term Frequency: 0         
Term: Knowledge                      Term Frequency: 0         
Term: Atlanta                        Term Frequency: 0         
Term: Chandrasekaran                 Term Frequency: 0         
Term: Morales                        Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: IRI                            Term Frequency: 0         
Term: Kizilcec                       Term Frequency: 0         
Term: StatMed                        Term Frequency: 0         
Term: Jain                           Term Frequency: 0         
Term: Alyssa                         Term Frequency: 0         
Term: Instead                        Term Frequency: 0         
Term: Researcher                     Term Frequency: 0         
Term: Material                       Term Frequency: 0         
Term: Leonard                        Term Frequency: 0         
Term: Retrieved                      Term Frequency: 0         
Term: Lagunita                       Term Frequency: 0         
Term: Issues                         Term Frequency: 0         
Term: Scale                          Term Frequency: 0         
Term: Studying                       Term Frequency: 0         
Term: Piech                          Term Frequency: 0         
Term: Votes                          Term Frequency: 0         
Term: Question                       Term Frequency: 0         
Term: Action                         Term Frequency: 0         
Term: Bringing                       Term Frequency: 0         
Term: British                        Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: Kingdom                        Term Frequency: 0         
Term: Moreover                       Term Frequency: 0         
Term: Technologies                   Term Frequency: 0         
Term: Resources                      Term Frequency: 0         
Term: Gaebel                         Term Frequency: 0         
Term: Avenue                         Term Frequency: 0         
Term: When                           Term Frequency: 0         
Term: Extraction                     Term Frequency: 0         
Term: Vytasek                        Term Frequency: 0         
Term: While                          Term Frequency: 0         
Term: Video                          Term Frequency: 0         
Term: Computers                      Term Frequency: 0         
Term: Keywords                       Term Frequency: 0         
Term: Instruction                    Term Frequency: 0         
Term: Findings                       Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Raghavan                       Term Frequency: 0         
Term: Piergallini                    Term Frequency: 0         
Term: Pronouns                       Term Frequency: 0         
Term: College                        Term Frequency: 0         
Term: Clustering                     Term Frequency: 0         
Term: Jin                            Term Frequency: 0         
Term: Support                        Term Frequency: 0         
Term: L.A                            Term Frequency: 0         
Term: DISCUSSION                     Term Frequency: 0         
Term: Transactions                   Term Frequency: 0         
Term: Taking                         Term Frequency: 0         
Term: August                         Term Frequency: 0         
Term: York                           Term Frequency: 0         
Term: Hewitt                         Term Frequency: 0         
Term: Cost                           Term Frequency: 0         
Term: Coder                          Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: Lectures                       Term Frequency: 0         
Term: Second                         Term Frequency: 0         
Term: October                        Term Frequency: 0         
Term: Chaos                          Term Frequency: 0         
Term: Interaction                    Term Frequency: 0         
Term: CURRENT                        Term Frequency: 0         
Term: REVIEW                         Term Frequency: 0         
Term: With                           Term Frequency: 0         
Term: Chang                          Term Frequency: 0         
Term: Wise                           Term Frequency: 0         
Term: YouEDU                         Term Frequency: 0         
Term: Distance                       Term Frequency: 0         
Term: Canada                         Term Frequency: 0         
Term: Instructor                     Term Frequency: 0         
Term: Monitoring                     Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: Value                          Term Frequency: 0         
Term: Kan                            Term Frequency: 0         
Term: Error                          Term Frequency: 0         
Term: INTRODUCTION                   Term Frequency: 0         
Term: Paper                          Term Frequency: 0         
Term: Krippendorff's                 Term Frequency: 0         
Term: Importantly                    Term Frequency: 0         
Term: March                          Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: Tahoe                          Term Frequency: 0         
Term: Reply                          Term Frequency: 0         
Term: Process                        Term Frequency: 0         
Term: First                          Term Frequency: 0         
Term: Goldwasser                     Term Frequency: 0         
Term: M.G                            Term Frequency: 0         
Term: Reliability                    Term Frequency: 0         
Term: EdMedia                        Term Frequency: 0         
Term: Martinez                       Term Frequency: 0         
Term: Appreciation                   Term Frequency: 0         
Term: Category                       Term Frequency: 0         
Term: Assessment                     Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Courses                        Term Frequency: 0         
Term: July                           Term Frequency: 0         
Term: June                           Term Frequency: 0         
Term: Dasgupta                       Term Frequency: 0         
Term: MOOCs                          Term Frequency: 0         
Term: Hogg                           Term Frequency: 0         
Term: Taken                          Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: Annual                         Term Frequency: 0         
Term: Segments                       Term Frequency: 0         
Term: Publication                    Term Frequency: 0         
Term: MOOCs:expectations             Term Frequency: 0         
Term: Some                           Term Frequency: 0         
Term: Agrawal                        Term Frequency: 0         
Term: Kappa                          Term Frequency: 0         
Term: Learners                       Term Frequency: 0         
Term: Lam                            Term Frequency: 0         
Term: Task                           Term Frequency: 0         
Term: Linguistic                     Term Frequency: 0         
Term: Lee                            Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: Liu                            Term Frequency: 0         
Term: Benefits                       Term Frequency: 0         
Term: Acknowledging                  Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: but_I                          Term Frequency: 0         
Term: Cross                          Term Frequency: 0         
Term: RESULTS                        Term Frequency: 0         
Term: Generality                     Term Frequency: 0         
Term: Examining                      Term Frequency: 0         
Term: Pritchard                      Term Frequency: 0         
Term: EdSurge                        Term Frequency: 0         
Term: Although                       Term Frequency: 0         
Term: Mining                         Term Frequency: 0         
Term: Stephens                       Term Frequency: 0         
Term: Cloud                          Term Frequency: 0         
Term: Statistical                    Term Frequency: 0         
Term: Currently                      Term Frequency: 0         
Term: States                         Term Frequency: 0         
Term: Words                          Term Frequency: 0         
Term: Name                           Term Frequency: 0         
Term: Another                        Term Frequency: 0         
Term: Views                          Term Frequency: 0         
Term: Yang                           Term Frequency: 0         
Term: Request                        Term Frequency: 0         
Term: Existence                      Term Frequency: 0         
Term: Campus                         Term Frequency: 0         
Term: More                           Term Frequency: 0         
Term: Thread                         Term Frequency: 0         
Term: Online                         Term Frequency: 0         
Term: Both                           Term Frequency: 0         
Term: Venkatraman                    Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Sanders                        Term Frequency: 0         
Term: Assignments                    Term Frequency: 0         
Term: European                       Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: Practically                    Term Frequency: 0         
Term: Precision                      Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: Moore                          Term Frequency: 0         
Term: I_had                          Term Frequency: 0         
Term: Marbouti                       Term Frequency: 0         
Term: Changing                       Term Frequency: 0         
Term: Through                        Term Frequency: 0         
Term: Francisco                      Term Frequency: 0         
Term: Stanford                       Term Frequency: 0         
Term: ONE                            Term Frequency: 0         
Term: Peters                         Term Frequency: 0         
Term: Recall                         Term Frequency: 0         
Term: Non                            Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: MOOC                           Term Frequency: 0         
Term: McGuire                        Term Frequency: 0         
Term: Reuse                          Term Frequency: 0         
Term: OpenEdX                        Term Frequency: 0         
Term: MOOCPosts                      Term Frequency: 0         
Term: Variation                      Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: Attrition                      Term Frequency: 0         
Term: METHODS                        Term Frequency: 0         
Term: D’Mello                        Term Frequency: 0         
Term: Medicine                       Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: Course                         Term Frequency: 0         
Term: Discussion                     Term Frequency: 0         
Term: CSCL                           Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: Different                      Term Frequency: 0         
Term: Tirthali                       Term Frequency: 0         
Term: Madrid                         Term Frequency: 0         
Term: Higher                         Term Frequency: 0         
Term: Rose                           Term Frequency: 0         
Term: 0013189X14523038               Term Frequency: 0         
Term: Dataset                        Term Frequency: 0         
Term: Leveraging                     Term Frequency: 0         
Term: LITERATURE                     Term Frequency: 0         
Term: ABSTRACT                       Term Frequency: 0         
Term: Rosé                           Term Frequency: 0         
Term: Integration                    Term Frequency: 0         
Term: StatLearn                      Term Frequency: 0         
Term: Smaller                        Term Frequency: 0         
Term: Cambridge                      Term Frequency: 0         
Term: Permission                     Term Frequency: 0         
Term: Highly                         Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: Effort                         Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Tech                           Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Computing                      Term Frequency: 0         
Term: Ragupathi                      Term Frequency: 0         
Term: Results                        Term Frequency: 0         
Term: Feedback                       Term Frequency: 0         
Term: Mediated                       Term Frequency: 0         
Term: Khalil                         Term Frequency: 0         
Term: Graesser                       Term Frequency: 0         
Term: Meeting                        Term Frequency: 0         
Term: Connectors                     Term Frequency: 0         
Term: Arabic                         Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: A.D                            Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Feature                        Term Frequency: 0         
Term: Stopwords                      Term Frequency: 0         
Term: Paepcke                        Term Frequency: 0         
Term: Natural                        Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: Many                           Term Frequency: 0         
Term: Several                        Term Frequency: 0         
Term: Wong                           Term Frequency: 0         
Term: IEEE                           Term Frequency: 0         
Term: Fraser                         Term Frequency: 0         
Term: Domain                         Term Frequency: 0         
Term: Features                       Term Frequency: 0         
Term: Base                           Term Frequency: 0         
Term: Vancouver                      Term Frequency: 0         
Term: Hollands                       Term Frequency: 0         
Term: Applied                        Term Frequency: 0         
Term: Model’s                        Term Frequency: 0         
Term: Communications                 Term Frequency: 0         
Term: 0A3                            Term Frequency: 0         
Term: ACL                            Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Statistics                     Term Frequency: 0         
Term: Chaturvedi                     Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: Victoria                       Term Frequency: 0         
Term: Tampere                        Term Frequency: 0         
Term: Rogers                         Term Frequency: 0         
Term: Hsiao                          Term Frequency: 0         
Term: B.C                            Term Frequency: 0         
Term: Rossi                          Term Frequency: 0         
Term: Such                           Term Frequency: 0         
Term: Dawson                         Term Frequency: 0         
Term: Forums                         Term Frequency: 0         
Term: I_have                         Term Frequency: 0         
Term: Schneider                      Term Frequency: 0         
Term: Ghosh                          Term Frequency: 0         
Term: Homework                       Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: General                        Term Frequency: 0         
Term: Driven                         Term Frequency: 0         
Term: F.M.F                          Term Frequency: 0         
Term: News                           Term Frequency: 0         
Term: Platform                       Term Frequency: 0         
Term: Recommender                    Term Frequency: 0         
Term: Literature                     Term Frequency: 0         
Term: Dringus                        Term Frequency: 0         
Term: Quantity                       Term Frequency: 0         
