Term: forum                          Term Frequency: 88        
Term: thefollowing                   Term Frequency: 1         
Term: clustered                      Term Frequency: 1         
Term: withsimulation                 Term Frequency: 1         
Term: logic                          Term Frequency: 1         
Term: exchangebetween                Term Frequency: 1         
Term: quence                         Term Frequency: 1         
Term: inves                          Term Frequency: 1         
Term: markup                         Term Frequency: 1         
Term: tors                           Term Frequency: 1         
Term: andc2                          Term Frequency: 1         
Term: around                         Term Frequency: 1         
Term: influences                     Term Frequency: 1         
Term: defini                         Term Frequency: 1         
Term: thatinfluence                  Term Frequency: 1         
Term: whichconsider                  Term Frequency: 1         
Term: partitioning                   Term Frequency: 1         
Term: ofusers                        Term Frequency: 1         
Term: theperspective                 Term Frequency: 1         
Term: 2356,2014                      Term Frequency: 1         
Term: exchanges                      Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: fication                       Term Frequency: 1         
Term: timestamp                      Term Frequency: 1         
Term: isused                         Term Frequency: 1         
Term: suchas                         Term Frequency: 1         
Term: understood                     Term Frequency: 1         
Term: opencalais                     Term Frequency: 1         
Term: cates                          Term Frequency: 1         
Term: decrease                       Term Frequency: 1         
Term: non                            Term Frequency: 1         
Term: theforum                       Term Frequency: 1         
Term: classi                         Term Frequency: 1         
Term: andnumber                      Term Frequency: 1         
Term: give                           Term Frequency: 1         
Term: discussionsis                  Term Frequency: 1         
Term: direct                         Term Frequency: 1         
Term: occasionally                   Term Frequency: 1         
Term: aclearer                       Term Frequency: 1         
Term: smallestprediction             Term Frequency: 1         
Term: ofcentrality                   Term Frequency: 1         
Term: num                            Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: providesinsights               Term Frequency: 1         
Term: certaincategories              Term Frequency: 1         
Term: ticular                        Term Frequency: 1         
Term: relaxes                        Term Frequency: 1         
Term: necessarily                    Term Frequency: 1         
Term: investigates                   Term Frequency: 1         
Term: actly                          Term Frequency: 1         
Term: researchproject                Term Frequency: 1         
Term: keyphrasesin                   Term Frequency: 1         
Term: consideration                  Term Frequency: 1         
Term: scalable                       Term Frequency: 1         
Term: weekdays                       Term Frequency: 1         
Term: publish                        Term Frequency: 1         
Term: significantly                  Term Frequency: 1         
Term: intodensely                    Term Frequency: 1         
Term: theend                         Term Frequency: 1         
Term: dependency                     Term Frequency: 1         
Term: lower                          Term Frequency: 1         
Term: andwhen                        Term Frequency: 1         
Term: ods                            Term Frequency: 1         
Term: positional                     Term Frequency: 1         
Term: bethat                         Term Frequency: 1         
Term: complete                       Term Frequency: 1         
Term: compensate                     Term Frequency: 1         
Term: ofs                            Term Frequency: 1         
Term: coupling                       Term Frequency: 1         
Term: claim                          Term Frequency: 1         
Term: follows                        Term Frequency: 1         
Term: diagramsfor                    Term Frequency: 1         
Term: theorchestration               Term Frequency: 1         
Term: offorum                        Term Frequency: 1         
Term: 752in                          Term Frequency: 1         
Term: structurelent                  Term Frequency: 1         
Term: cohe                           Term Frequency: 1         
Term: ofnormalized                   Term Frequency: 1         
Term: vector                         Term Frequency: 1         
Term: persist                        Term Frequency: 1         
Term: ona                            Term Frequency: 1         
Term: onk                            Term Frequency: 1         
Term: releasedin                     Term Frequency: 1         
Term: theteaching                    Term Frequency: 1         
Term: partsinterconnected            Term Frequency: 1         
Term: life                           Term Frequency: 1         
Term: cases                          Term Frequency: 1         
Term: opportunitiesto                Term Frequency: 1         
Term: gramming                       Term Frequency: 1         
Term: arefour                        Term Frequency: 1         
Term: problem                        Term Frequency: 1         
Term: mainlyduring                   Term Frequency: 1         
Term: exist                          Term Frequency: 1         
Term: ous                            Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: postsover                      Term Frequency: 1         
Term: mentioning                     Term Frequency: 1         
Term: comparedto                     Term Frequency: 1         
Term: understandingof                Term Frequency: 1         
Term: mathematical                   Term Frequency: 1         
Term: dashed                         Term Frequency: 1         
Term: reveal                         Term Frequency: 1         
Term: comprehensivediscussion        Term Frequency: 1         
Term: contentof                      Term Frequency: 1         
Term: link                           Term Frequency: 1         
Term: networkslice                   Term Frequency: 1         
Term: conveyed                       Term Frequency: 1         
Term: indicatingthat                 Term Frequency: 1         
Term: explanation                    Term Frequency: 1         
Term: discussedmuch                  Term Frequency: 1         
Term: courseevents                   Term Frequency: 1         
Term: postsimilar                    Term Frequency: 1         
Term: independent                    Term Frequency: 1         
Term: achieve                        Term Frequency: 1         
Term: arguethat                      Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: wasmade                        Term Frequency: 1         
Term: blue                           Term Frequency: 1         
Term: concludes                      Term Frequency: 1         
Term: combined                       Term Frequency: 1         
Term: discuss                        Term Frequency: 1         
Term: theincrement                   Term Frequency: 1         
Term: analysed                       Term Frequency: 1         
Term: pat                            Term Frequency: 1         
Term: external                       Term Frequency: 1         
Term: divided                        Term Frequency: 1         
Term: contribu                       Term Frequency: 1         
Term: ingly                          Term Frequency: 1         
Term: personalization                Term Frequency: 1         
Term: timedimension                  Term Frequency: 1         
Term: orthey                         Term Frequency: 1         
Term: plicitly                       Term Frequency: 1         
Term: puted                          Term Frequency: 1         
Term: bytriggering                   Term Frequency: 1         
Term: evic                           Term Frequency: 1         
Term: initiated                      Term Frequency: 1         
Term: ple                            Term Frequency: 1         
Term: followed                       Term Frequency: 1         
Term: sequencesof                    Term Frequency: 1         
Term: diffusionin                    Term Frequency: 1         
Term: networkswhere                  Term Frequency: 1         
Term: sizeresults                    Term Frequency: 1         
Term: inmoocs                        Term Frequency: 1         
Term: onlyin                         Term Frequency: 1         
Term: implies                        Term Frequency: 1         
Term: intrinsic                      Term Frequency: 1         
Term: asking                         Term Frequency: 1         
Term: comparativereview              Term Frequency: 1         
Term: initiator                      Term Frequency: 1         
Term: emergingfrom                   Term Frequency: 1         
Term: backgrounds                    Term Frequency: 1         
Term: centralization                 Term Frequency: 1         
Term: organized                      Term Frequency: 1         
Term: sliding                        Term Frequency: 1         
Term: tively                         Term Frequency: 1         
Term: keywordsmentioning             Term Frequency: 1         
Term: seekers0.59                    Term Frequency: 1         
Term: major                          Term Frequency: 1         
Term: analysis1                      Term Frequency: 1         
Term: seekers0.74                    Term Frequency: 1         
Term: coursebut                      Term Frequency: 1         
Term: process                        Term Frequency: 1         
Term: mostly                         Term Frequency: 1         
Term: soft                           Term Frequency: 1         
Term: tags                           Term Frequency: 1         
Term: independentanalysis            Term Frequency: 1         
Term: sparsesince                    Term Frequency: 1         
Term: tain                           Term Frequency: 1         
Term: transition                     Term Frequency: 1         
Term: relatedto                      Term Frequency: 1         
Term: infor                          Term Frequency: 1         
Term: represent                      Term Frequency: 1         
Term: pages114                       Term Frequency: 1         
Term: engagementin                   Term Frequency: 1         
Term: take                           Term Frequency: 1         
Term: lengthand                      Term Frequency: 1         
Term: www.opencalais.com             Term Frequency: 1         
Term: influ                          Term Frequency: 1         
Term: 2004                           Term Frequency: 1         
Term: existing                       Term Frequency: 1         
Term: material                       Term Frequency: 1         
Term: owned                          Term Frequency: 1         
Term: arenew                         Term Frequency: 1         
Term: aboutthe                       Term Frequency: 1         
Term: longest                        Term Frequency: 1         
Term: andcourse                      Term Frequency: 1         
Term: within                         Term Frequency: 1         
Term: sponding                       Term Frequency: 1         
Term: efficiently                    Term Frequency: 1         
Term: instance                       Term Frequency: 1         
Term: heterogeneous                  Term Frequency: 1         
Term: reviews                        Term Frequency: 1         
Term: cator                          Term Frequency: 1         
Term: activerole                     Term Frequency: 1         
Term: occur                          Term Frequency: 1         
Term: rected                         Term Frequency: 1         
Term: wecompute                      Term Frequency: 1         
Term: threadsfor                     Term Frequency: 1         
Term: agement                        Term Frequency: 1         
Term: videorelease                   Term Frequency: 1         
Term: processing                     Term Frequency: 1         
Term: perspective                    Term Frequency: 1         
Term: mainte                         Term Frequency: 1         
Term: irregularities                 Term Frequency: 1         
Term: fewstudents                    Term Frequency: 1         
Term: additionto                     Term Frequency: 1         
Term: summary                        Term Frequency: 1         
Term: answered                       Term Frequency: 1         
Term: scribing                       Term Frequency: 1         
Term: ofnodes                        Term Frequency: 1         
Term: actualcourse                   Term Frequency: 1         
Term: akka                           Term Frequency: 1         
Term: discrepancy                    Term Frequency: 1         
Term: indifferences                  Term Frequency: 1         
Term: requests                       Term Frequency: 1         
Term: reduces                        Term Frequency: 1         
Term: importantelement               Term Frequency: 1         
Term: tospecific                     Term Frequency: 1         
Term: space                          Term Frequency: 1         
Term: inferred                       Term Frequency: 1         
Term: maindimensions                 Term Frequency: 1         
Term: frequent                       Term Frequency: 1         
Term: initiators                     Term Frequency: 1         
Term: stricted                       Term Frequency: 1         
Term: accuracy                       Term Frequency: 1         
Term: triangles                      Term Frequency: 1         
Term: exam                           Term Frequency: 1         
Term: metrics                        Term Frequency: 1         
Term: textual                        Term Frequency: 1         
Term: collaborationmechanisms        Term Frequency: 1         
Term: courseduration                 Term Frequency: 1         
Term: interventions                  Term Frequency: 1         
Term: loosely                        Term Frequency: 1         
Term: countper                       Term Frequency: 1         
Term: red                            Term Frequency: 1         
Term: act                            Term Frequency: 1         
Term: add                            Term Frequency: 1         
Term: isof                           Term Frequency: 1         
Term: coursecontent                  Term Frequency: 1         
Term: alsoa                          Term Frequency: 1         
Term: indicat                        Term Frequency: 1         
Term: age                            Term Frequency: 1         
Term: smaller                        Term Frequency: 1         
Term: years                          Term Frequency: 1         
Term: decline                        Term Frequency: 1         
Term: aggregated                     Term Frequency: 1         
Term: byproviding                    Term Frequency: 1         
Term: aggregates                     Term Frequency: 1         
Term: aim                            Term Frequency: 1         
Term: retain                         Term Frequency: 1         
Term: clustersand                    Term Frequency: 1         
Term: body                           Term Frequency: 1         
Term: maintaining                    Term Frequency: 1         
Term: eachtime                       Term Frequency: 1         
Term: connectionsbetween             Term Frequency: 1         
Term: 0.7                            Term Frequency: 1         
Term: until                          Term Frequency: 1         
Term: 1947forum                      Term Frequency: 1         
Term: accurate                       Term Frequency: 1         
Term: whichenables                   Term Frequency: 1         
Term: inmassively                    Term Frequency: 1         
Term: api                            Term Frequency: 1         
Term: affordances                    Term Frequency: 1         
Term: incoursera                     Term Frequency: 1         
Term: vide                           Term Frequency: 1         
Term: matching                       Term Frequency: 1         
Term: increases                      Term Frequency: 1         
Term: typeof                         Term Frequency: 1         
Term: complications                  Term Frequency: 1         
Term: partners                       Term Frequency: 1         
Term: basedindicators                Term Frequency: 1         
Term: networkperspective             Term Frequency: 1         
Term: benefits                       Term Frequency: 1         
Term: outs                           Term Frequency: 1         
Term: vidual                         Term Frequency: 1         
Term: lence                          Term Frequency: 1         
Term: activitylevel                  Term Frequency: 1         
Term: increment                      Term Frequency: 1         
Term: structurethat                  Term Frequency: 1         
Term: decomposed                     Term Frequency: 1         
Term: spellings                      Term Frequency: 1         
Term: percentage                     Term Frequency: 1         
Term: the2013                        Term Frequency: 1         
Term: kind                           Term Frequency: 1         
Term: 0.001in                        Term Frequency: 1         
Term: ticipants                      Term Frequency: 1         
Term: termsin                        Term Frequency: 1         
Term: 23.29                          Term Frequency: 1         
Term: generative                     Term Frequency: 1         
Term: mentioned                      Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: amount                         Term Frequency: 1         
Term: activityduring                 Term Frequency: 1         
Term: dropouts                       Term Frequency: 1         
Term: 1,175                          Term Frequency: 1         
Term: pages314                       Term Frequency: 1         
Term: strong                         Term Frequency: 1         
Term: forumdiscussions               Term Frequency: 1         
Term: 4870                           Term Frequency: 1         
Term: sec                            Term Frequency: 1         
Term: compared                       Term Frequency: 1         
Term: uncovering                     Term Frequency: 1         
Term: sev                            Term Frequency: 1         
Term: keywordsdont                   Term Frequency: 1         
Term: diameter5and                   Term Frequency: 1         
Term: beencharacterised              Term Frequency: 1         
Term: ber                            Term Frequency: 1         
Term: typically                      Term Frequency: 1         
Term: deep                           Term Frequency: 1         
Term: explained                      Term Frequency: 1         
Term: sig                            Term Frequency: 1         
Term: bepartially                    Term Frequency: 1         
Term: andmentioning                  Term Frequency: 1         
Term: forecastperiods                Term Frequency: 1         
Term: biweekly                       Term Frequency: 1         
Term: peers                          Term Frequency: 1         
Term: transactions                   Term Frequency: 1         
Term: videoopenning                  Term Frequency: 1         
Term: density3                       Term Frequency: 1         
Term: inrecent                       Term Frequency: 1         
Term: change                         Term Frequency: 1         
Term: activitiesand                  Term Frequency: 1         
Term: relevant                       Term Frequency: 1         
Term: 1.2                            Term Frequency: 1         
Term: closeto                        Term Frequency: 1         
Term: highly                         Term Frequency: 1         
Term: howthe                         Term Frequency: 1         
Term: 100                            Term Frequency: 1         
Term: 113                            Term Frequency: 1         
Term: 10,19                          Term Frequency: 1         
Term: trends                         Term Frequency: 1         
Term: 121                            Term Frequency: 1         
Term: suggestthat                    Term Frequency: 1         
Term: 123                            Term Frequency: 1         
Term: 124                            Term Frequency: 1         
Term: stu                            Term Frequency: 1         
Term: interpreted                    Term Frequency: 1         
Term: ports                          Term Frequency: 1         
Term: 131                            Term Frequency: 1         
Term: thenetwork                     Term Frequency: 1         
Term: nodedegree2                    Term Frequency: 1         
Term: contacts                       Term Frequency: 1         
Term: pairs                          Term Frequency: 1         
Term: written                        Term Frequency: 1         
Term: 160                            Term Frequency: 1         
Term: idea                           Term Frequency: 1         
Term: 173                            Term Frequency: 1         
Term: 179                            Term Frequency: 1         
Term: simpleapproach                 Term Frequency: 1         
Term: 188                            Term Frequency: 1         
Term: passing                        Term Frequency: 1         
Term: 191                            Term Frequency: 1         
Term: 197                            Term Frequency: 1         
Term: 198                            Term Frequency: 1         
Term: receiveedges                   Term Frequency: 1         
Term: ideahow                        Term Frequency: 1         
Term: pervasive                      Term Frequency: 1         
Term: networksize                    Term Frequency: 1         
Term: oflecture                      Term Frequency: 1         
Term: constructsof                   Term Frequency: 1         
Term: suggest                        Term Frequency: 1         
Term: submission                     Term Frequency: 1         
Term: exponential                    Term Frequency: 1         
Term: 22,33                          Term Frequency: 1         
Term: 22,30                          Term Frequency: 1         
Term: goes                           Term Frequency: 1         
Term: towards                        Term Frequency: 1         
Term: coursewhile                    Term Frequency: 1         
Term: potentially                    Term Frequency: 1         
Term: instances                      Term Frequency: 1         
Term: cap                            Term Frequency: 1         
Term: withcompletion                 Term Frequency: 1         
Term: structurein                    Term Frequency: 1         
Term: interplay                      Term Frequency: 1         
Term: passive                        Term Frequency: 1         
Term: category                       Term Frequency: 1         
Term: Reuseand                       Term Frequency: 0         
Term: Cui’s                          Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: F                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: H                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: N                              Term Frequency: 0         
Term: O                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: U                              Term Frequency: 0         
Term: V                              Term Frequency: 0         
Term: W                              Term Frequency: 0         
Term: X                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: Z                              Term Frequency: 0         
Term: participantsthemselves.The     Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: onWorld                        Term Frequency: 0         
Term: limited.The                    Term Frequency: 0         
Term: Directions                     Term Frequency: 0         
Term: CalaisAPI1                     Term Frequency: 0         
Term: Studer                         Term Frequency: 0         
Term: DescriptorsK                   Term Frequency: 0         
Term: andR                           Term Frequency: 0         
Term: 6thInternational               Term Frequency: 0         
Term: andM                           Term Frequency: 0         
Term: andJ                           Term Frequency: 0         
Term: Huang                          Term Frequency: 0         
Term: Networks                       Term Frequency: 0         
Term: Highlycorrelated               Term Frequency: 0         
Term: Group                          Term Frequency: 0         
Term: Art                            Term Frequency: 0         
Term: Germanyhecking                 Term Frequency: 0         
Term: SVR                            Term Frequency: 0         
Term: They                           Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: submission.Network             Term Frequency: 0         
Term: Joksimovic                     Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: Importance                     Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: periods.Table                  Term Frequency: 0         
Term: Given                          Term Frequency: 0         
Term: Thereby                        Term Frequency: 0         
Term: ACTIVITYLEVELIn                Term Frequency: 0         
Term: Essen47048                     Term Frequency: 0         
Term: INTRODUCTIONPermission         Term Frequency: 0         
Term: common.Next                    Term Frequency: 0         
Term: RELATED                        Term Frequency: 0         
Term: dayPrevious                    Term Frequency: 0         
Term: See                            Term Frequency: 0         
Term: Here                           Term Frequency: 0         
Term: Collective                     Term Frequency: 0         
Term: clustering.A                   Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: k.TMk                          Term Frequency: 0         
Term: Shukla                         Term Frequency: 0         
Term: Despite                        Term Frequency: 0         
Term: Adamson                        Term Frequency: 0         
Term: BoroujeniCHILI                 Term Frequency: 0         
Term: TIMETo                         Term Frequency: 0         
Term: Lucignano                      Term Frequency: 0         
Term: Eynon                          Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: Anderson                       Term Frequency: 0         
Term: Enhanced                       Term Frequency: 0         
Term: Wecould                        Term Frequency: 0         
Term: ForumsMina                     Term Frequency: 0         
Term: DISCUS                         Term Frequency: 0         
Term: RBF7                           Term Frequency: 0         
Term: Time                           Term Frequency: 0         
Term: Zhang                          Term Frequency: 0         
Term: functionTable                  Term Frequency: 0         
Term: Kleinberg                      Term Frequency: 0         
Term: Proposed                       Term Frequency: 0         
Term: hyperlinkTechnical             Term Frequency: 0         
Term: onTechnology                   Term Frequency: 0         
Term: dendograms.Figure              Term Frequency: 0         
Term: Duisburg                       Term Frequency: 0         
Term: Sinha                          Term Frequency: 0         
Term: SocialMedia                    Term Frequency: 0         
Term: Can                            Term Frequency: 0         
Term: Since                          Term Frequency: 0         
Term: Asan                           Term Frequency: 0         
Term: Hoppe                          Term Frequency: 0         
Term: Future                         Term Frequency: 0         
Term: SERI                           Term Frequency: 0         
Term: BC                             Term Frequency: 0         
Term: Brinton                        Term Frequency: 0         
Term: C0                             Term Frequency: 0         
Term: Machine                        Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: At                             Term Frequency: 0         
Term: AAAI                           Term Frequency: 0         
Term: Average                        Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: mentionedabove.Regarding       Term Frequency: 0         
Term: F1                             Term Frequency: 0         
Term: Dr                             Term Frequency: 0         
Term: Dv                             Term Frequency: 0         
Term: toMOOCs                        Term Frequency: 0         
Term: Fi                             Term Frequency: 0         
Term: STRUC                          Term Frequency: 0         
Term: HG                             Term Frequency: 0         
Term: HS                             Term Frequency: 0         
Term: Portland                       Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: Is                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: M0                             Term Frequency: 0         
Term: 1148One                        Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: Li                             Term Frequency: 0         
Term: participantsFigure             Term Frequency: 0         
Term: Results6.2.1                   Term Frequency: 0         
Term: inScala                        Term Frequency: 0         
Term: Na                             Term Frequency: 0         
Term: Behavioral                     Term Frequency: 0         
Term: andHigher                      Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: InternationalConference        Term Frequency: 0         
Term: Cui                            Term Frequency: 0         
Term: R2                             Term Frequency: 0         
Term: Rosson                         Term Frequency: 0         
Term: Royal                          Term Frequency: 0         
Term: Re                             Term Frequency: 0         
Term: T0                             Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Conferenceon                   Term Frequency: 0         
Term: So                             Term Frequency: 0         
Term: Sharif                         Term Frequency: 0         
Term: Kalish                         Term Frequency: 0         
Term: Tk                             Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: Poquet                         Term Frequency: 0         
Term: Scala.To                       Term Frequency: 0         
Term: Oliver                         Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: Chiang                         Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Sharma                         Term Frequency: 0         
Term: Isthere                        Term Frequency: 0         
Term: Networkfeatures                Term Frequency: 0         
Term: events.Table                   Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Swiss                          Term Frequency: 0         
Term: ENIC                           Term Frequency: 0         
Term: From                           Term Frequency: 0         
Term: Hoppe.Investigating            Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Foss.Massive                   Term Frequency: 0         
Term: Distributed                    Term Frequency: 0         
Term: resultsDV                      Term Frequency: 0         
Term: ASIS                           Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: W1C                            Term Frequency: 0         
Term: W1M                            Term Frequency: 0         
Term: Number                         Term Frequency: 0         
Term: W1T                            Term Frequency: 0         
Term: Post                           Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: Recommendation                 Term Frequency: 0         
Term: ASIST                          Term Frequency: 0         
Term: Sciences                       Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: 0.23C0                         Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Reports                        Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: Additionally                   Term Frequency: 0         
Term: Communication                  Term Frequency: 0         
Term: Section                        Term Frequency: 0         
Term: Shih                           Term Frequency: 0         
Term: Pattison                       Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: ofMOOCs                        Term Frequency: 0         
Term: 9thInternational               Term Frequency: 0         
Term: Dillenbourg.Semiautomatic      Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Internet                       Term Frequency: 0         
Term: Meeting:Information            Term Frequency: 0         
Term: Faust                          Term Frequency: 0         
Term: Posts                          Term Frequency: 0         
Term: Canadac                        Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: dataset.In                     Term Frequency: 0         
Term: ReactiveFigure                 Term Frequency: 0         
Term: Boroujeni                      Term Frequency: 0         
Term: activityTk                     Term Frequency: 0         
Term: Gnawali                        Term Frequency: 0         
Term: ACKNOWLEDGEMENTSThis           Term Frequency: 0         
Term: timeAs                         Term Frequency: 0         
Term: Analysis                       Term Frequency: 0         
Term: MOOCs.Using                    Term Frequency: 0         
Term: Workshop                       Term Frequency: 0         
Term: Social                         Term Frequency: 0         
Term: ofComputers                    Term Frequency: 0         
Term: thanACM                        Term Frequency: 0         
Term: plan.Furthermore               Term Frequency: 0         
Term: Short                          Term Frequency: 0         
Term: Dillenbourg.How                Term Frequency: 0         
Term: State                          Term Frequency: 0         
Term: CONCLUSIONIn                   Term Frequency: 0         
Term: NIPS                           Term Frequency: 0         
Term: Community                      Term Frequency: 0         
Term: Magrill                        Term Frequency: 0         
Term: ofEducation                    Term Frequency: 0         
Term: Finally                        Term Frequency: 0         
Term: American                       Term Frequency: 0         
Term: inSociety                      Term Frequency: 0         
Term: WWW                            Term Frequency: 0         
Term: moocs.International            Term Frequency: 0         
Term: 2978Dropouts                   Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Hjorth.Structural              Term Frequency: 0         
Term: Understandingthe               Term Frequency: 0         
Term: Leskovec                       Term Frequency: 0         
Term: Watts                          Term Frequency: 0         
Term: Onah                           Term Frequency: 0         
Term: Scalalated                     Term Frequency: 0         
Term: Kereki                         Term Frequency: 0         
Term: EPFL                           Term Frequency: 0         
Term: Fac                            Term Frequency: 0         
Term: discussionFigure               Term Frequency: 0         
Term: Theset                         Term Frequency: 0         
Term: Web                            Term Frequency: 0         
Term: Emerging                       Term Frequency: 0         
Term: Classifi                       Term Frequency: 0         
Term: STRUCTURE                      Term Frequency: 0         
Term: Only                           Term Frequency: 0         
Term: Methods6.1.1                   Term Frequency: 0         
Term: community.A                    Term Frequency: 0         
Term: quencesFurthermore             Term Frequency: 0         
Term: ofGillani                      Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Language                       Term Frequency: 0         
Term: Contributors                   Term Frequency: 0         
Term: HoppeCOLLIDE                   Term Frequency: 0         
Term: onLearning                     Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: MOOChave                       Term Frequency: 0         
Term: torsKeywordsMassive            Term Frequency: 0         
Term: timeTo                         Term Frequency: 0         
Term: Dynamics                       Term Frequency: 0         
Term: Each                           Term Frequency: 0         
Term: DATASETThe                     Term Frequency: 0         
Term: Later                          Term Frequency: 0         
Term: PREDICTING                     Term Frequency: 0         
Term: needed.In                      Term Frequency: 0         
Term: Prev                           Term Frequency: 0         
Term: After                          Term Frequency: 0         
Term: SION                           Term Frequency: 0         
Term: Switzerlandmina.shirvaniboroujeni Term Frequency: 0         
Term: Gas                            Term Frequency: 0         
Term: Does                           Term Frequency: 0         
Term: FORUM                          Term Frequency: 0         
Term: Ulrich                         Term Frequency: 0         
Term: coefficientInitial             Term Frequency: 0         
Term: Society                        Term Frequency: 0         
Term: timeIn                         Term Frequency: 0         
Term: Description                    Term Frequency: 0         
Term: sageFigure                     Term Frequency: 0         
Term: Systems                        Term Frequency: 0         
Term: Content                        Term Frequency: 0         
Term: timeThe                        Term Frequency: 0         
Term: Zheng                          Term Frequency: 0         
Term: Similarly                      Term Frequency: 0         
Term: InState                        Term Frequency: 0         
Term: social.In                      Term Frequency: 0         
Term: Apart                          Term Frequency: 0         
Term: Predicting                     Term Frequency: 0         
Term: nodes.On                       Term Frequency: 0         
Term: PostsOne                       Term Frequency: 0         
Term: k.Ck                           Term Frequency: 0         
Term: Daume                          Term Frequency: 0         
Term: Huttenlocher                   Term Frequency: 0         
Term: Forum                          Term Frequency: 0         
Term: SOCIAL                         Term Frequency: 0         
Term: Predictive                     Term Frequency: 0         
Term: Translatingnetwork             Term Frequency: 0         
Term: Generalized                    Term Frequency: 0         
Term: Figure5                        Term Frequency: 0         
Term: k.Mk                           Term Frequency: 0         
Term: Open                           Term Frequency: 0         
Term: Coursera                       Term Frequency: 0         
Term: Shaffer                        Term Frequency: 0         
Term: line.Dr                        Term Frequency: 0         
Term: Turnon                         Term Frequency: 0         
Term: Modeling                       Term Frequency: 0         
Term: III                            Term Frequency: 0         
Term: Shane                          Term Frequency: 0         
Term: Knowledge                      Term Frequency: 0         
Term: COMMUNICATION                  Term Frequency: 0         
Term: Ouranalyses                    Term Frequency: 0         
Term: Interestingly                  Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: IRI                            Term Frequency: 0         
Term: Accordingto                    Term Frequency: 0         
Term: InProceeding                   Term Frequency: 0         
Term: Ouroverall                     Term Frequency: 0         
Term: Kizilcec                       Term Frequency: 0         
Term: Jain                           Term Frequency: 0         
Term: SmartLearning                  Term Frequency: 0         
Term: Reactive.Both                  Term Frequency: 0         
Term: Yasseri                        Term Frequency: 0         
Term: Daems                          Term Frequency: 0         
Term: shown.Concerning               Term Frequency: 0         
Term: Arguello                       Term Frequency: 0         
Term: Structural                     Term Frequency: 0         
Term: Ferligoj                       Term Frequency: 0         
Term: Wiseand                        Term Frequency: 0         
Term: nodes.Blockmodeling            Term Frequency: 0         
Term: Scala                          Term Frequency: 0         
Term: Scale                          Term Frequency: 0         
Term: PreviousTable                  Term Frequency: 0         
