Term: learners                       Term Frequency: 128       
Term: chart’skey                     Term Frequency: 1         
Term: ternatively                    Term Frequency: 1         
Term: using                          Term Frequency: 1         
Term: completed                      Term Frequency: 1         
Term: teacher’s                      Term Frequency: 1         
Term: 0.02avg                        Term Frequency: 1         
Term: randomized                     Term Frequency: 1         
Term: regu                           Term Frequency: 1         
Term: lacking                        Term Frequency: 1         
Term: 17.6                           Term Frequency: 1         
Term: 17.4                           Term Frequency: 1         
Term: tothe                          Term Frequency: 1         
Term: repeated                       Term Frequency: 1         
Term: ys6auhttps                     Term Frequency: 1         
Term: ismore                         Term Frequency: 1         
Term: guidance                       Term Frequency: 1         
Term: alongwith                      Term Frequency: 1         
Term: foundno                        Term Frequency: 1         
Term: consis                         Term Frequency: 1         
Term: freedom                        Term Frequency: 1         
Term: inany                          Term Frequency: 1         
Term: processhttp                    Term Frequency: 1         
Term: detailing                      Term Frequency: 1         
Term: duced                          Term Frequency: 1         
Term: exceptionally                  Term Frequency: 1         
Term: binomial                       Term Frequency: 1         
Term: important                      Term Frequency: 1         
Term: 1785                           Term Frequency: 1         
Term: telligent                      Term Frequency: 1         
Term: highlight                      Term Frequency: 1         
Term: 1794                           Term Frequency: 1         
Term: adds                           Term Frequency: 1         
Term: rest                           Term Frequency: 1         
Term: quantifies                     Term Frequency: 1         
Term: 2,203                          Term Frequency: 1         
Term: complet                        Term Frequency: 1         
Term: offer                          Term Frequency: 1         
Term: complex                        Term Frequency: 1         
Term: are272                         Term Frequency: 1         
Term: ede’s                          Term Frequency: 1         
Term: words                          Term Frequency: 1         
Term: whatmetrics                    Term Frequency: 1         
Term: significantdifferences         Term Frequency: 1         
Term: concludedthat                  Term Frequency: 1         
Term: effectivelycoalesce            Term Frequency: 1         
Term: whichaccounts                  Term Frequency: 1         
Term: havingspent                    Term Frequency: 1         
Term: 963                            Term Frequency: 1         
Term: helps                          Term Frequency: 1         
Term: sources                        Term Frequency: 1         
Term: tooffer                        Term Frequency: 1         
Term: related                        Term Frequency: 1         
Term: 978                            Term Frequency: 1         
Term: directed                       Term Frequency: 1         
Term: outperform                     Term Frequency: 1         
Term: isons                          Term Frequency: 1         
Term: gradesin                       Term Frequency: 1         
Term: warrants                       Term Frequency: 1         
Term: intuitiveness                  Term Frequency: 1         
Term: focuses                        Term Frequency: 1         
Term: interac                        Term Frequency: 1         
Term: independentpredictors          Term Frequency: 1         
Term: falls                          Term Frequency: 1         
Term: changesin                      Term Frequency: 1         
Term: scores                         Term Frequency: 1         
Term: focusas                        Term Frequency: 1         
Term: specifictopic                  Term Frequency: 1         
Term: macro                          Term Frequency: 1         
Term: plays                          Term Frequency: 1         
Term: aggregatedlearner              Term Frequency: 1         
Term: relying                        Term Frequency: 1         
Term: scored                         Term Frequency: 1         
Term: signment                       Term Frequency: 1         
Term: individualismand               Term Frequency: 1         
Term: vary                           Term Frequency: 1         
Term: exhibit                        Term Frequency: 1         
Term: 18.9                           Term Frequency: 1         
Term: availabil                      Term Frequency: 1         
Term: normalizeeach                  Term Frequency: 1         
Term: newtopics                      Term Frequency: 1         
Term: theimpact                      Term Frequency: 1         
Term: tightly                        Term Frequency: 1         
Term: fourth                         Term Frequency: 1         
Term: alreadyhighly                  Term Frequency: 1         
Term: dynamic                        Term Frequency: 1         
Term: once                           Term Frequency: 1         
Term: iterationseach                 Term Frequency: 1         
Term: instantiations                 Term Frequency: 1         
Term: throughout                     Term Frequency: 1         
Term: typicallyunavailable           Term Frequency: 1         
Term: ones                           Term Frequency: 1         
Term: theother                       Term Frequency: 1         
Term: informedtechnological          Term Frequency: 1         
Term: subpopulations                 Term Frequency: 1         
Term: comparative                    Term Frequency: 1         
Term: react                          Term Frequency: 1         
Term: 214,2016                       Term Frequency: 1         
Term: isshown                        Term Frequency: 1         
Term: exhibited                      Term Frequency: 1         
Term: interms                        Term Frequency: 1         
Term: drivers                        Term Frequency: 1         
Term: toattract                      Term Frequency: 1         
Term: weak                           Term Frequency: 1         
Term: informed                       Term Frequency: 1         
Term: expect                         Term Frequency: 1         
Term: 1882                           Term Frequency: 1         
Term: breakdownof                    Term Frequency: 1         
Term: computing                      Term Frequency: 1         
Term: bycountry                      Term Frequency: 1         
Term: corresponding                  Term Frequency: 1         
Term: distributedfor                 Term Frequency: 1         
Term: informal                       Term Frequency: 1         
Term: discourage                     Term Frequency: 1         
Term: asserts                        Term Frequency: 1         
Term: beanonymous                    Term Frequency: 1         
Term: approved                       Term Frequency: 1         
Term: would                          Term Frequency: 1         
Term: outcomes                       Term Frequency: 1         
Term: thresholdfor                   Term Frequency: 1         
Term: size                           Term Frequency: 1         
Term: left                           Term Frequency: 1         
Term: accessible                     Term Frequency: 1         
Term: notable                        Term Frequency: 1         
Term: balanced                       Term Frequency: 1         
Term: 67.5                           Term Frequency: 1         
Term: averagescore                   Term Frequency: 1         
Term: beliefs                        Term Frequency: 1         
Term: worksupports                   Term Frequency: 1         
Term: courseamong                    Term Frequency: 1         
Term: pages482                       Term Frequency: 1         
Term: sparse                         Term Frequency: 1         
Term: educationalbackgrounds         Term Frequency: 1         
Term: varia                          Term Frequency: 1         
Term: romantic                       Term Frequency: 1         
Term: aretaught                      Term Frequency: 1         
Term: theachievement                 Term Frequency: 1         
Term: aboutsupplementing             Term Frequency: 1         
Term: valida                         Term Frequency: 1         
Term: manuscripts                    Term Frequency: 1         
Term: orders                         Term Frequency: 1         
Term: addedmanipulated               Term Frequency: 1         
Term: 0.14revisited                  Term Frequency: 1         
Term: increas                        Term Frequency: 1         
Term: noisy                          Term Frequency: 1         
Term: upon                           Term Frequency: 1         
Term: platforms                      Term Frequency: 1         
Term: employed                       Term Frequency: 1         
Term: 3.16                           Term Frequency: 1         
Term: 3.31                           Term Frequency: 1         
Term: 3.30                           Term Frequency: 1         
Term: 3.27                           Term Frequency: 1         
Term: 19.5                           Term Frequency: 1         
Term: thosewith                      Term Frequency: 1         
Term: radial                         Term Frequency: 1         
Term: ered                           Term Frequency: 1         
Term: includingmarketing             Term Frequency: 1         
Term: availability                   Term Frequency: 1         
Term: upto                           Term Frequency: 1         
Term: ofpersonality                  Term Frequency: 1         
Term: clar                           Term Frequency: 1         
Term: principle                      Term Frequency: 1         
Term: 0.29to                         Term Frequency: 1         
Term: 3.91                           Term Frequency: 1         
Term: develop                        Term Frequency: 1         
Term: fromdifferent                  Term Frequency: 1         
Term: employing                      Term Frequency: 1         
Term: 3.97                           Term Frequency: 1         
Term: full                           Term Frequency: 1         
Term: forded                         Term Frequency: 1         
Term: previ                          Term Frequency: 1         
Term: theirperformance               Term Frequency: 1         
Term: 1954                           Term Frequency: 1         
Term: moderating                     Term Frequency: 1         
Term: ofdeviant                      Term Frequency: 1         
Term: manage                         Term Frequency: 1         
Term: moderation                     Term Frequency: 1         
Term: 0.68time                       Term Frequency: 1         
Term: primary                        Term Frequency: 1         
Term: lot                            Term Frequency: 1         
Term: 1998                           Term Frequency: 1         
Term: 1997                           Term Frequency: 1         
Term: 1994                           Term Frequency: 1         
Term: means                          Term Frequency: 1         
Term: summa                          Term Frequency: 1         
Term: adept                          Term Frequency: 1         
Term: itwould                        Term Frequency: 1         
Term: outliers                       Term Frequency: 1         
Term: interaction                    Term Frequency: 1         
Term: depending                      Term Frequency: 1         
Term: ourlist                        Term Frequency: 1         
Term: andmotivational                Term Frequency: 1         
Term: preventing                     Term Frequency: 1         
Term: previousstudies                Term Frequency: 1         
Term: 0.05sessions                   Term Frequency: 1         
Term: relative                       Term Frequency: 1         
Term: theauthor                      Term Frequency: 1         
Term: profoundly                     Term Frequency: 1         
Term: pages532                       Term Frequency: 1         
Term: ronments                       Term Frequency: 1         
Term: mind                           Term Frequency: 1         
Term: educatedlearners               Term Frequency: 1         
Term: added                          Term Frequency: 1         
Term: andorganizations               Term Frequency: 1         
Term: varied                         Term Frequency: 1         
Term: nointention                    Term Frequency: 1         
Term: regarding                      Term Frequency: 1         
Term: varies                         Term Frequency: 1         
Term: rather                         Term Frequency: 1         
Term: interpret                      Term Frequency: 1         
Term: navigation                     Term Frequency: 1         
Term: thescale                       Term Frequency: 1         
Term: onmetric                       Term Frequency: 1         
Term: signed                         Term Frequency: 1         
Term: classification                 Term Frequency: 1         
Term: messages                       Term Frequency: 1         
Term: andcomparisons                 Term Frequency: 1         
Term: targets                        Term Frequency: 1         
Term: fect                           Term Frequency: 1         
Term: feel                           Term Frequency: 1         
Term: behaviorwe                     Term Frequency: 1         
Term: coursefor                      Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: oriented                       Term Frequency: 1         
Term: patterndid                     Term Frequency: 1         
Term: met                            Term Frequency: 1         
Term: structure                      Term Frequency: 1         
Term: depend                         Term Frequency: 1         
Term: granted                        Term Frequency: 1         
Term: goals                          Term Frequency: 1         
Term: itselfto                       Term Frequency: 1         
Term: consistently                   Term Frequency: 1         
Term: boost                          Term Frequency: 1         
Term: shared                         Term Frequency: 1         
Term: components                     Term Frequency: 1         
Term: andpossible                    Term Frequency: 1         
Term: mid                            Term Frequency: 1         
Term: threecourses                   Term Frequency: 1         
Term: min                            Term Frequency: 1         
Term: mis                            Term Frequency: 1         
Term: glance                         Term Frequency: 1         
Term: onknowledge                    Term Frequency: 1         
Term: everyday                       Term Frequency: 1         
Term: 2,519                          Term Frequency: 1         
Term: collaboration                  Term Frequency: 1         
Term: subsequentanalyses             Term Frequency: 1         
Term: 0.15avg                        Term Frequency: 1         
Term: funded                         Term Frequency: 1         
Term: 1https                         Term Frequency: 1         
Term: operationalize                 Term Frequency: 1         
Term: inmotivation                   Term Frequency: 1         
Term: whole                          Term Frequency: 1         
Term: attempts                       Term Frequency: 1         
Term: relating                       Term Frequency: 1         
Term: 24,29                          Term Frequency: 1         
Term: nologies                       Term Frequency: 1         
Term: valueswere                     Term Frequency: 1         
Term: ourselves                      Term Frequency: 1         
Term: writing                        Term Frequency: 1         
Term: evidencefor                    Term Frequency: 1         
Term: include                        Term Frequency: 1         
Term: todesirable                    Term Frequency: 1         
Term: controlof                      Term Frequency: 1         
Term: rigorously                     Term Frequency: 1         
Term: achievingtheir                 Term Frequency: 1         
Term: group’s                        Term Frequency: 1         
Term: touse                          Term Frequency: 1         
Term: tobe                           Term Frequency: 1         
Term: monitoringof                   Term Frequency: 1         
Term: iteration                      Term Frequency: 1         
Term: 8.42                           Term Frequency: 1         
Term: 1895,2015                      Term Frequency: 1         
Term: offraming                      Term Frequency: 1         
Term: performancewas                 Term Frequency: 1         
Term: researchon                     Term Frequency: 1         
Term: aweekly                        Term Frequency: 1         
Term: notconcerned                   Term Frequency: 1         
Term: countriesbenefited             Term Frequency: 1         
Term: toplan                         Term Frequency: 1         
Term: highlighted                    Term Frequency: 1         
Term: inmassive                      Term Frequency: 1         
Term: female                         Term Frequency: 1         
Term: usedthe                        Term Frequency: 1         
Term: matchlearners                  Term Frequency: 1         
Term: intentions                     Term Frequency: 1         
Term: gather                         Term Frequency: 1         
Term: materials                      Term Frequency: 1         
Term: clinicalepidemiology           Term Frequency: 1         
Term: technical                      Term Frequency: 1         
Term: breakdown                      Term Frequency: 1         
Term: rics                           Term Frequency: 1         
Term: basedmicro                     Term Frequency: 1         
Term: relevance                      Term Frequency: 1         
Term: betweenthe                     Term Frequency: 1         
Term: fuscated                       Term Frequency: 1         
Term: indicated                      Term Frequency: 1         
Term: against                        Term Frequency: 1         
Term: thefollowing                   Term Frequency: 1         
Term: clustered                      Term Frequency: 1         
Term: summativequiz                  Term Frequency: 1         
Term: rift                           Term Frequency: 1         
Term: preceding                      Term Frequency: 1         
Term: offersstudents                 Term Frequency: 1         
Term: neg                            Term Frequency: 1         
Term: domains                        Term Frequency: 1         
Term: around                         Term Frequency: 1         
Term: eachdeployment                 Term Frequency: 1         
Term: ethi                           Term Frequency: 1         
Term: questionsdriving               Term Frequency: 1         
Term: risks                          Term Frequency: 1         
Term: 100points                      Term Frequency: 1         
Term: ratein                         Term Frequency: 1         
Term: theirsuccessful                Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: mechanism                      Term Frequency: 1         
Term: differentlycolored             Term Frequency: 1         
Term: yourselfto                     Term Frequency: 1         
Term: unexplained                    Term Frequency: 1         
Term: ious                           Term Frequency: 1         
Term: resulted                       Term Frequency: 1         
Term: 92.2                           Term Frequency: 1         
Term: graduates                      Term Frequency: 1         
Term: parametric                     Term Frequency: 1         
Term: nor                            Term Frequency: 1         
Term: what                           Term Frequency: 1         
Term: abilitiesthrough               Term Frequency: 1         
Term: risk                           Term Frequency: 1         
Term: learnersin                     Term Frequency: 1         
Term: userprofile                    Term Frequency: 1         
Term: andloose                       Term Frequency: 1         
Term: determined                     Term Frequency: 1         
Term: explicitly                     Term Frequency: 1         
Term: intuitivelyunderstand          Term Frequency: 1         
Term: enables                        Term Frequency: 1         
Term: ratherthan                     Term Frequency: 1         
Term: preven                         Term Frequency: 1         
Term: andfound                       Term Frequency: 1         
Term: handbook                       Term Frequency: 1         
Term: onvideo                        Term Frequency: 1         
Term: handful                        Term Frequency: 1         
Term: approaches                     Term Frequency: 1         
Term: currentknowledge               Term Frequency: 1         
Term: oneself                        Term Frequency: 1         
Term: thirds                         Term Frequency: 1         
Term: 0.04videos                     Term Frequency: 1         
Term: spacing                        Term Frequency: 1         
Term: havebeen                       Term Frequency: 1         
Term: actor                          Term Frequency: 1         
Term: tailored                       Term Frequency: 1         
Term: 85videos                       Term Frequency: 1         
Term: layered                        Term Frequency: 1         
Term: random                         Term Frequency: 1         
Term: personality                    Term Frequency: 1         
Term: teachers                       Term Frequency: 1         
Term: highlighting                   Term Frequency: 1         
Term: class                          Term Frequency: 1         
Term: collectivistprevention         Term Frequency: 1         
Term: orrepublish                    Term Frequency: 1         
Term: deployingpersonalized          Term Frequency: 1         
Term: very                           Term Frequency: 1         
Term: practice                       Term Frequency: 1         
Term: issue                          Term Frequency: 1         
Term: lowindividualism               Term Frequency: 1         
Term: index                          Term Frequency: 1         
Term: 2.02                           Term Frequency: 1         
Term: traditional                    Term Frequency: 1         
Term: metacognitive                  Term Frequency: 1         
Term: 10,943                         Term Frequency: 1         
Term: 2.11                           Term Frequency: 1         
Term: strings                        Term Frequency: 1         
Term: 2.07                           Term Frequency: 1         
Term: ditional                       Term Frequency: 1         
Term: otherswere                     Term Frequency: 1         
Term: metricsthat                    Term Frequency: 1         
Term: 62167                          Term Frequency: 1         
Term: 2.24                           Term Frequency: 1         
Term: off                            Term Frequency: 1         
Term: generally                      Term Frequency: 1         
Term: computingresearch              Term Frequency: 1         
Term: 2.16                           Term Frequency: 1         
Term: inintelligent                  Term Frequency: 1         
Term: itera                          Term Frequency: 1         
Term: toreflect                      Term Frequency: 1         
Term: 0.08sessions                   Term Frequency: 1         
Term: ditions                        Term Frequency: 1         
Term: brief                          Term Frequency: 1         
Term: drew                           Term Frequency: 1         
Term: themajority                    Term Frequency: 1         
Term: cation                         Term Frequency: 1         
Term: diploma                        Term Frequency: 1         
Term: promises                       Term Frequency: 1         
Term: settled                        Term Frequency: 1         
Term: 2.88                           Term Frequency: 1         
Term: uncommitted                    Term Frequency: 1         
Term: conservative                   Term Frequency: 1         
Term: excellence                     Term Frequency: 1         
Term: insightby                      Term Frequency: 1         
Term: extract                        Term Frequency: 1         
Term: positiveoutcomes               Term Frequency: 1         
Term: personalcourse                 Term Frequency: 1         
Term: wide                           Term Frequency: 1         
Term: proportions                    Term Frequency: 1         
Term: proach                         Term Frequency: 1         
Term: examples                       Term Frequency: 1         
Term: culturaldifference             Term Frequency: 1         
Term: regulationintervention         Term Frequency: 1         
Term: conceived                      Term Frequency: 1         
Term: ous                            Term Frequency: 1         
Term: applythis                      Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: matterwhat                     Term Frequency: 1         
Term: ofeach                         Term Frequency: 1         
Term: comparedto                     Term Frequency: 1         
Term: lastly                         Term Frequency: 1         
Term: minimum                        Term Frequency: 1         
Term: deliveringindividualized       Term Frequency: 1         
Term: date                           Term Frequency: 1         
Term: reveal                         Term Frequency: 1         
Term: theoretical                    Term Frequency: 1         
Term: avoiding                       Term Frequency: 1         
Term: prolonged                      Term Frequency: 1         
Term: utes                           Term Frequency: 1         
Term: note                           Term Frequency: 1         
Term: aims                           Term Frequency: 1         
Term: refreshment                    Term Frequency: 1         
Term: cognition                      Term Frequency: 1         
Term: allowing                       Term Frequency: 1         
Term: quizquestions                  Term Frequency: 1         
Term: tendencyof                     Term Frequency: 1         
Term: visibilityand                  Term Frequency: 1         
Term: contributions                  Term Frequency: 1         
Term: basedenvironments              Term Frequency: 1         
Term: coun                           Term Frequency: 1         
Term: ities                          Term Frequency: 1         
Term: ofnovice                       Term Frequency: 1         
Term: whichindicates                 Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: licensed                       Term Frequency: 1         
Term: matchingthe                    Term Frequency: 1         
Term: 32.0                           Term Frequency: 1         
Term: unprecedented                  Term Frequency: 1         
Term: 32.8                           Term Frequency: 1         
Term: mitment                        Term Frequency: 1         
Term: notmade                        Term Frequency: 1         
Term: remove                         Term Frequency: 1         
Term: perform                        Term Frequency: 1         
Term: analyticsdashboard             Term Frequency: 1         
Term: andperceptions                 Term Frequency: 1         
Term: invisible                      Term Frequency: 1         
Term: peo                            Term Frequency: 1         
Term: period                         Term Frequency: 1         
Term: interfacedesign                Term Frequency: 1         
Term: even                           Term Frequency: 1         
Term: thefirst                       Term Frequency: 1         
Term: affordance                     Term Frequency: 1         
Term: imposed                        Term Frequency: 1         
Term: strengthened                   Term Frequency: 1         
Term: intended                       Term Frequency: 1         
Term: accord                         Term Frequency: 1         
Term: designersto                    Term Frequency: 1         
Term: contributing                   Term Frequency: 1         
Term: accessibility                  Term Frequency: 1         
Term: displayed                      Term Frequency: 1         
Term: recognize                      Term Frequency: 1         
Term: comparisons                    Term Frequency: 1         
Term: indicative                     Term Frequency: 1         
Term: giving                         Term Frequency: 1         
Term: gives                          Term Frequency: 1         
Term: retention                      Term Frequency: 1         
Term: inherent                       Term Frequency: 1         
Term: canview                        Term Frequency: 1         
Term: insufficient                   Term Frequency: 1         
Term: institutional                  Term Frequency: 1         
Term: behaviorthat                   Term Frequency: 1         
Term: thebasis                       Term Frequency: 1         
Term: identified                     Term Frequency: 1         
Term: www.maxmind.comhttp            Term Frequency: 1         
Term: struggle                       Term Frequency: 1         
Term: methods                        Term Frequency: 1         
Term: facilitatecognitive            Term Frequency: 1         
Term: synthesize                     Term Frequency: 1         
Term: worldwide                      Term Frequency: 1         
Term: personalityand                 Term Frequency: 1         
Term: didmoderate                    Term Frequency: 1         
Term: 46.7                           Term Frequency: 1         
Term: clear                          Term Frequency: 1         
Term: neither                        Term Frequency: 1         
Term: contextof                      Term Frequency: 1         
Term: metricsof                      Term Frequency: 1         
Term: learnersinto                   Term Frequency: 1         
Term: highcultural                   Term Frequency: 1         
Term: learningprocesses              Term Frequency: 1         
Term: acertificate                   Term Frequency: 1         
Term: millions                       Term Frequency: 1         
Term: evaluating                     Term Frequency: 1         
Term: trans                          Term Frequency: 1         
Term: empirically                    Term Frequency: 1         
Term: embedded                       Term Frequency: 1         
Term: enrolled                       Term Frequency: 1         
Term: database3                      Term Frequency: 1         
Term: replicate                      Term Frequency: 1         
Term: appeals                        Term Frequency: 1         
Term: analytic                       Term Frequency: 1         
Term: providelearners                Term Frequency: 1         
Term: 3027385.3027411independently   Term Frequency: 1         
Term: interpersonal                  Term Frequency: 1         
Term: commonly                       Term Frequency: 1         
Term: 2000                           Term Frequency: 1         
Term: 2011                           Term Frequency: 1         
Term: 2010                           Term Frequency: 1         
Term: primarily                      Term Frequency: 1         
Term: 2002                           Term Frequency: 1         
Term: just                           Term Frequency: 1         
Term: owner                          Term Frequency: 1         
Term: andreflect                     Term Frequency: 1         
Term: affects                        Term Frequency: 1         
Term: material                       Term Frequency: 1         
Term: owned                          Term Frequency: 1         
Term: resonateswith                  Term Frequency: 1         
Term: 800meta                        Term Frequency: 1         
Term: highlyeducated                 Term Frequency: 1         
Term: fourthand                      Term Frequency: 1         
Term: socially                       Term Frequency: 1         
Term: numberof                       Term Frequency: 1         
Term: forour                         Term Frequency: 1         
Term: fine                           Term Frequency: 1         
Term: inindividualist                Term Frequency: 1         
Term: selected                       Term Frequency: 1         
Term: infer                          Term Frequency: 1         
Term: significantincreases           Term Frequency: 1         
Term: 3http                          Term Frequency: 1         
Term: certificate                    Term Frequency: 1         
Term: 3027385.30274111               Term Frequency: 1         
Term: learnfor                       Term Frequency: 1         
Term: hour                           Term Frequency: 1         
Term: experienced                    Term Frequency: 1         
Term: falling                        Term Frequency: 1         
Term: againstwhich                   Term Frequency: 1         
Term: deviation                      Term Frequency: 1         
Term: ofmetacognition                Term Frequency: 1         
Term: segmented                      Term Frequency: 1         
Term: 0.17forum                      Term Frequency: 1         
Term: thyself                        Term Frequency: 1         
Term: 95.9                           Term Frequency: 1         
Term: coming                         Term Frequency: 1         
Term: onmicro                        Term Frequency: 1         
Term: quirements                     Term Frequency: 1         
Term: farahead                       Term Frequency: 1         
Term: systemthat                     Term Frequency: 1         
Term: processing                     Term Frequency: 1         
Term: alsohave                       Term Frequency: 1         
Term: thelearners                    Term Frequency: 1         
Term: andcultures                    Term Frequency: 1         
Term: adjusting                      Term Frequency: 1         
Term: five                           Term Frequency: 1         
Term: seethe                         Term Frequency: 1         
Term: onlinelearning                 Term Frequency: 1         
Term: 120.0                          Term Frequency: 1         
Term: increasedavailability          Term Frequency: 1         
Term: degrees                        Term Frequency: 1         
Term: 83,2015                        Term Frequency: 1         
Term: risked                         Term Frequency: 1         
Term: collectivewell                 Term Frequency: 1         
Term: embodied                       Term Frequency: 1         
Term: established                    Term Frequency: 1         
Term: firstthree                     Term Frequency: 1         
Term: toggle                         Term Frequency: 1         
Term: specificfeedback               Term Frequency: 1         
Term: oflearners                     Term Frequency: 1         
Term: space                          Term Frequency: 1         
Term: impactof                       Term Frequency: 1         
Term: demonstrates                   Term Frequency: 1         
Term: bottom                         Term Frequency: 1         
Term: commitment                     Term Frequency: 1         
Term: interact                       Term Frequency: 1         
Term: stricter                       Term Frequency: 1         
Term: aggregate                      Term Frequency: 1         
Term: network                        Term Frequency: 1         
Term: resources                      Term Frequency: 1         
Term: mains                          Term Frequency: 1         
Term: andcultural                    Term Frequency: 1         
Term: messagesto                     Term Frequency: 1         
Term: isin                           Term Frequency: 1         
Term: tradi                          Term Frequency: 1         
Term: normally                       Term Frequency: 1         
Term: degreebelow                    Term Frequency: 1         
Term: 0.00time                       Term Frequency: 1         
Term: tated                          Term Frequency: 1         
Term: leastsome                      Term Frequency: 1         
Term: navigate                       Term Frequency: 1         
Term: scaffolding                    Term Frequency: 1         
Term: hightolerance                  Term Frequency: 1         
Term: nationality                    Term Frequency: 1         
Term: 21.3                           Term Frequency: 1         
Term: signifi                        Term Frequency: 1         
Term: rel                            Term Frequency: 1         
Term: rez                            Term Frequency: 1         
Term: outperformed                   Term Frequency: 1         
Term: ison                           Term Frequency: 1         
Term: 1.12                           Term Frequency: 1         
Term: tendency                       Term Frequency: 1         
Term: 1.17                           Term Frequency: 1         
Term: likelyto                       Term Frequency: 1         
Term: 1.31                           Term Frequency: 1         
Term: andchange                      Term Frequency: 1         
Term: likelihood                     Term Frequency: 1         
Term: presenting                     Term Frequency: 1         
Term: inthat                         Term Frequency: 1         
Term: ple’s                          Term Frequency: 1         
Term: searchbehavior                 Term Frequency: 1         
Term: givelearner                    Term Frequency: 1         
Term: 1.38                           Term Frequency: 1         
Term: stillfail                      Term Frequency: 1         
Term: 1.52                           Term Frequency: 1         
Term: significantrole                Term Frequency: 1         
Term: amongst                        Term Frequency: 1         
Term: already                        Term Frequency: 1         
Term: conducted                      Term Frequency: 1         
Term: contemporary                   Term Frequency: 1         
Term: thetheory                      Term Frequency: 1         
Term: 1.88                           Term Frequency: 1         
Term: any                            Term Frequency: 1         
Term: 0.1                            Term Frequency: 1         
Term: significanteffects             Term Frequency: 1         
Term: 0.5                            Term Frequency: 1         
Term: 0.7                            Term Frequency: 1         
Term: thought                        Term Frequency: 1         
Term: choices                        Term Frequency: 1         
Term: achallenge                     Term Frequency: 1         
Term: 0.07submission                 Term Frequency: 1         
Term: eachculture                    Term Frequency: 1         
Term: vice                           Term Frequency: 1         
Term: 0.67time                       Term Frequency: 1         
Term: run                            Term Frequency: 1         
Term: cant                           Term Frequency: 1         
Term: deviant                        Term Frequency: 1         
Term: rum                            Term Frequency: 1         
Term: mouse                          Term Frequency: 1         
Term: yourself                       Term Frequency: 1         
Term: discov                         Term Frequency: 1         
Term: termsof                        Term Frequency: 1         
Term: 3,415                          Term Frequency: 1         
Term: allp                           Term Frequency: 1         
Term: negative                       Term Frequency: 1         
Term: avg                            Term Frequency: 1         
Term: target                         Term Frequency: 1         
Term: assignments                    Term Frequency: 1         
Term: learnerswere                   Term Frequency: 1         
Term: to18.9                         Term Frequency: 1         
Term: collected                      Term Frequency: 1         
Term: pages152                       Term Frequency: 1         
Term: weinfer                        Term Frequency: 1         
Term: forlearners                    Term Frequency: 1         
Term: similarrate                    Term Frequency: 1         
Term: matched                        Term Frequency: 1         
Term: rankscountries                 Term Frequency: 1         
Term: atively                        Term Frequency: 1         
Term: care                           Term Frequency: 1         
Term: lends                          Term Frequency: 1         
Term: searchdashboard                Term Frequency: 1         
Term: isconsidered                   Term Frequency: 1         
Term: simple                         Term Frequency: 1         
Term: percentage                     Term Frequency: 1         
Term: described                      Term Frequency: 1         
Term: traces                         Term Frequency: 1         
Term: thelevel                       Term Frequency: 1         
Term: affecting                      Term Frequency: 1         
Term: wards                          Term Frequency: 1         
Term: scripts                        Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: amount                         Term Frequency: 1         
Term: assignment                     Term Frequency: 1         
Term: tightcultures                  Term Frequency: 1         
Term: 0.94time                       Term Frequency: 1         
Term: reflected                      Term Frequency: 1         
Term: 22.1                           Term Frequency: 1         
Term: 22.8                           Term Frequency: 1         
Term: personas                       Term Frequency: 1         
Term: 1,184                          Term Frequency: 1         
Term: deal                           Term Frequency: 1         
Term: 4870                           Term Frequency: 1         
Term: facing                         Term Frequency: 1         
Term: proven                         Term Frequency: 1         
Term: column                         Term Frequency: 1         
Term: stroop                         Term Frequency: 1         
Term: compares                       Term Frequency: 1         
Term: 1,168                          Term Frequency: 1         
Term: bet                            Term Frequency: 1         
Term: capable                        Term Frequency: 1         
Term: knitsocial                     Term Frequency: 1         
Term: big                            Term Frequency: 1         
Term: improves                       Term Frequency: 1         
Term: ofcourse                       Term Frequency: 1         
Term: theindividualistic             Term Frequency: 1         
Term: lesscommitted                  Term Frequency: 1         
Term: highin                         Term Frequency: 1         
Term: weekend                        Term Frequency: 1         
Term: viewed                         Term Frequency: 1         
Term: atleast                        Term Frequency: 1         
Term: gapbetween                     Term Frequency: 1         
Term: tests6                         Term Frequency: 1         
Term: congruent                      Term Frequency: 1         
Term: personalworth                  Term Frequency: 1         
Term: 1.7                            Term Frequency: 1         
