Term: we                             Term Frequency: 71        
Term: Hatala                         Term Frequency: 0         
Term: KL                             Term Frequency: 0         
Term: LA                             Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: NY                             Term Frequency: 0         
Term: Ng                             Term Frequency: 0         
Term: No                             Term Frequency: 0         
Term: analysis.Despite               Term Frequency: 0         
Term: Lee                            Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: Tux                            Term Frequency: 0         
Term: Of                             Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: focus.Where                    Term Frequency: 0         
Term: A117                           Term Frequency: 0         
Term: value8Non                      Term Frequency: 0         
Term: balanceFinal                   Term Frequency: 0         
Term: A129                           Term Frequency: 0         
Term: Re                             Term Frequency: 0         
Term: balanceThe                     Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: TF                             Term Frequency: 0         
Term: So                             Term Frequency: 0         
Term: Other                          Term Frequency: 0         
Term: context:P                      Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: implemented.During             Term Frequency: 0         
Term: Pennebaker                     Term Frequency: 0         
Term: Reidsema                       Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Inverse                        Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Trends                         Term Frequency: 0         
Term: Significantly                  Term Frequency: 0         
Term: Analytics.Categories           Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: whole.We                       Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Reflective                     Term Frequency: 0         
Term: Trafton                        Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: compared.The                   Term Frequency: 0         
Term: Although                       Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: Mar                            Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: statements.Intriguingly        Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: satisfactionThe                Term Frequency: 0         
Term: Statistical                    Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: Chirema                        Term Frequency: 0         
Term: NLP                            Term Frequency: 0         
Term: Additionally                   Term Frequency: 0         
Term: Progress                       Term Frequency: 0         
Term: progressFinal                  Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: instruction.Review             Term Frequency: 0         
Term: focused.A                      Term Frequency: 0         
Term: QtySelf                        Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: progressSentiment              Term Frequency: 0         
Term: anomalies.Four                 Term Frequency: 0         
Term: Schultz                        Term Frequency: 0         
Term: Kirsty                         Term Frequency: 0         
Term: Moon                           Term Frequency: 0         
Term: ReportIC                       Term Frequency: 0         
Term: withprogressNegative           Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: analytics.It                   Term Frequency: 0         
Term: Mort                           Term Frequency: 0         
Term: Schunn.That’s                  Term Frequency: 0         
Term: Also                           Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: Technical                      Term Frequency: 0         
Term: ACMSIGIR                       Term Frequency: 0         
Term: Anyway                         Term Frequency: 0         
Term: Factorie                       Term Frequency: 0         
Term: Campbell                       Term Frequency: 0         
Term: NIPS                           Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: pronouns.Of                    Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: Analytics:An                   Term Frequency: 0         
Term: ACM.ACM                        Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Approach                       Term Frequency: 0         
Term: negative.We                    Term Frequency: 0         
Term: OtherwiseI’m                   Term Frequency: 0         
Term: is:P                           Term Frequency: 0         
Term: Running                        Term Frequency: 0         
Term: Brewer                         Term Frequency: 0         
Term: algorithm.The                  Term Frequency: 0         
Term: EPFL                           Term Frequency: 0         
Term: Brisbane                       Term Frequency: 0         
Term: Andrew                         Term Frequency: 0         
Term: FindingsOur                    Term Frequency: 0         
Term: Overview                       Term Frequency: 0         
Term: ANOMALY                        Term Frequency: 0         
Term: anomalies.Two                  Term Frequency: 0         
Term: Opinion                        Term Frequency: 0         
Term: O’Connell                      Term Frequency: 0         
Term: Feb                            Term Frequency: 0         
Term: Classify                       Term Frequency: 0         
Term: EducationToday                 Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: Only                           Term Frequency: 0         
Term: ARprocess                      Term Frequency: 0         
Term: Hoffman                        Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: flightAnomaly                  Term Frequency: 0         
Term: Theresultant                   Term Frequency: 0         
Term: Language                       Term Frequency: 0         
Term: Fre                            Term Frequency: 0         
Term: reflections.At                 Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: Human                          Term Frequency: 0         
Term: groups.Although                Term Frequency: 0         
Term: Secondly                       Term Frequency: 0         
Term: Higher                         Term Frequency: 0         
Term: McCallum                       Term Frequency: 0         
Term: I’m                            Term Frequency: 0         
Term: Thesereflections               Term Frequency: 0         
Term: anomalies.As                   Term Frequency: 0         
Term: mationReflection               Term Frequency: 0         
Term: reached.The                    Term Frequency: 0         
Term: POS                            Term Frequency: 0         
Term: One                            Term Frequency: 0         
Term: Context                        Term Frequency: 0         
Term: Frequency                      Term Frequency: 0         
Term: Nurse                          Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Gas                            Term Frequency: 0         
Term: Kullback                       Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Society                        Term Frequency: 0         
Term: group.With                     Term Frequency: 0         
Term: known.Throughout               Term Frequency: 0         
Term: Results                        Term Frequency: 0         
Term: truths.This                    Term Frequency: 0         
Term: Systems                        Term Frequency: 0         
Term: Pang                           Term Frequency: 0         
Term: usedKL                         Term Frequency: 0         
Term: Alternative                    Term Frequency: 0         
Term: IeeeIntelligent                Term Frequency: 0         
Term: wings.Data                     Term Frequency: 0         
Term: 1www.goingok.com2QUT           Term Frequency: 0         
Term: others.Of                      Term Frequency: 0         
Term: Term                           Term Frequency: 0         
Term: Probabilistic                  Term Frequency: 0         
Term: Recorded                       Term Frequency: 0         
Term: George                         Term Frequency: 0         
Term: factorsKeywordsReflective      Term Frequency: 0         
Term: Text                           Term Frequency: 0         
Term: RecontextualisationAndrew      Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Feature                        Term Frequency: 0         
Term: Adesope                        Term Frequency: 0         
Term: Trial                          Term Frequency: 0         
Term: Roelleke                       Term Frequency: 0         
Term: meansPermission                Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: useful.Unfortunately           Term Frequency: 0         
Term: Learn                          Term Frequency: 0         
Term: IDF                            Term Frequency: 0         
Term: LearningResearch               Term Frequency: 0         
Term: bird.Data                      Term Frequency: 0         
Term: Step                           Term Frequency: 0         
Term: Ethics                         Term Frequency: 0         
Term: Analysing                      Term Frequency: 0         
Term: distribution9Self              Term Frequency: 0         
Term: asTable                        Term Frequency: 0         
Term: I’ve                           Term Frequency: 0         
Term: data.As                        Term Frequency: 0         
Term: 1400000151276GoingOK           Term Frequency: 0         
Term: ScalaProgramming               Term Frequency: 0         
Term: pointdeviation19Mixed          Term Frequency: 0         
Term: Assessing                      Term Frequency: 0         
Term: themselves.Although            Term Frequency: 0         
Term: features.Unsurprisingly        Term Frequency: 0         
Term: Latent                         Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: swimsNew                       Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Statistics                     Term Frequency: 0         
Term: Kovanovic                      Term Frequency: 0         
Term: Teaching                       Term Frequency: 0         
Term: Influenced                     Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: Recontextualise                Term Frequency: 0         
Term: value25Others                  Term Frequency: 0         
Term: RECONTEXTUALISATIONOur         Term Frequency: 0         
Term: looklike:P                     Term Frequency: 0         
Term: becomes:P                      Term Frequency: 0         
Term: writer.Initially               Term Frequency: 0         
Term: Switzerland                    Term Frequency: 0         
Term: semantics.While                Term Frequency: 0         
Term: Scala                          Term Frequency: 0         
Term: Equation                       Term Frequency: 0         
Term: supervision.Essentially        Term Frequency: 0         
Term: penguins.However               Term Frequency: 0         
Term: Such                           Term Frequency: 0         
Term: focus.Rather                   Term Frequency: 0         
Term: ATF                            Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: fly.The                        Term Frequency: 0         
Term: Tux:Context                    Term Frequency: 0         
Term: Pennebaker’s                   Term Frequency: 0         
Term: duplicate.Of                   Term Frequency: 0         
Term: models.Communications          Term Frequency: 0         
Term: Gibson                         Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: Despitethe                     Term Frequency: 0         
Term: Odersky                        Term Frequency: 0         
Term: context.To                     Term Frequency: 0         
Term: When                           Term Frequency: 0         
Term: Sometimes                      Term Frequency: 0         
Term: Recontextualisationholds       Term Frequency: 0         
Term: User                           Term Frequency: 0         
Term: Uses                           Term Frequency: 0         
Term: Thepersonal                    Term Frequency: 0         
