Term: students                       Term Frequency: 92        
Term: it                             Term Frequency: 0         
Term: Sciences                       Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: Optimal                        Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Wilson                         Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: Additionally                   Term Frequency: 0         
Term: Worsley                        Term Frequency: 0         
Term: Postprocessing                 Term Frequency: 0         
Term: Baltruaitis                    Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: Specifically                   Term Frequency: 0         
Term: depmixS4                       Term Frequency: 0         
Term: Embodied                       Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: Model                          Term Frequency: 0         
Term: Alejandro                      Term Frequency: 0         
Term: Adam                           Term Frequency: 0         
Term: Environments                   Term Frequency: 0         
Term: Therefore                      Term Frequency: 0         
Term: Analysis                       Term Frequency: 0         
Term: Vision                         Term Frequency: 0         
Term: State                          Term Frequency: 0         
Term: Bulling                        Term Frequency: 0         
Term: Finally                        Term Frequency: 0         
Term: Ochoa                          Term Frequency: 0         
Term: American                       Term Frequency: 0         
Term: Kang                           Term Frequency: 0         
Term: Third                          Term Frequency: 0         
Term: However                        Term Frequency: 0         
Term: Sugano                         Term Frequency: 0         
Term: High                           Term Frequency: 0         
Term: Predator                       Term Frequency: 0         
Term: Augmenting                     Term Frequency: 0         
Term: Eye                            Term Frequency: 0         
Term: Scores                         Term Frequency: 0         
Term: PREDATOR                       Term Frequency: 0         
Term: Raises                         Term Frequency: 0         
Term: Speekenbrink                   Term Frequency: 0         
Term: Python                         Term Frequency: 0         
Term: Why                            Term Frequency: 0         
Term: Leap                           Term Frequency: 0         
Term: Left                           Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: Santiago                       Term Frequency: 0         
Term: Right                          Term Frequency: 0         
Term: Practice                       Term Frequency: 0         
Term: Antonio                        Term Frequency: 0         
Term: Johnson                        Term Frequency: 0         
Term: Less                           Term Frequency: 0         
Term: Sequences                      Term Frequency: 0         
Term: Dynamics                       Term Frequency: 0         
Term: Trajectories                   Term Frequency: 0         
Term: Embracing                      Term Frequency: 0         
Term: Abrahamson                     Term Frequency: 0         
Term: Each                           Term Frequency: 0         
Term: Concepts                       Term Frequency: 0         
Term: Routledge                      Term Frequency: 0         
Term: EMBODIED                       Term Frequency: 0         
Term: Prey                           Term Frequency: 0         
Term: After                          Term Frequency: 0         
Term: Frequency                      Term Frequency: 0         
Term: Characteristic                 Term Frequency: 0         
Term: Software                       Term Frequency: 0         
Term: HMM                            Term Frequency: 0         
Term: Mantel                         Term Frequency: 0         
Term: Gesture’s                      Term Frequency: 0         
Term: Down                           Term Frequency: 0         
Term: Direction                      Term Frequency: 0         
Term: AERA                           Term Frequency: 0         
Term: Formal                         Term Frequency: 0         
Term: Midwest                        Term Frequency: 0         
Term: PREY                           Term Frequency: 0         
Term: Students                       Term Frequency: 0         
Term: Cramer’s                       Term Frequency: 0         
Term: Loops                          Term Frequency: 0         
Term: Association                    Term Frequency: 0         
Term: Barsalou                       Term Frequency: 0         
Term: Lines                          Term Frequency: 0         
Term: Knowledge                      Term Frequency: 0         
Term: J.A                            Term Frequency: 0         
Term: How                            Term Frequency: 0         
Term: Knight                         Term Frequency: 0         
Term: Interviewer                    Term Frequency: 0         
Term: DYNAMICS                       Term Frequency: 0         
Term: Researcher                     Term Frequency: 0         
Term: Sawyer                         Term Frequency: 0         
Term: Kirchhoff                      Term Frequency: 0         
Term: SIMULATION                     Term Frequency: 0         
Term: Clusters                       Term Frequency: 0         
Term: Goldin                         Term Frequency: 0         
Term: Jovanovi                       Term Frequency: 0         
Term: British                        Term Frequency: 0         
Term: Multimodal                     Term Frequency: 0         
Term: Technologies                   Term Frequency: 0         
Term: Implementation                 Term Frequency: 0         
Term: Massachusetts                  Term Frequency: 0         
Term: When                           Term Frequency: 0         
Term: vcdExtra                       Term Frequency: 0         
Term: Cochran                        Term Frequency: 0         
Term: García                         Term Frequency: 0         
Term: TECHNOLOGIES                   Term Frequency: 0         
Term: Keywords                       Term Frequency: 0         
Term: Fostering                      Term Frequency: 0         
Term: Education                      Term Frequency: 0         
Term: Motion                         Term Frequency: 0         
Term: Sensory                        Term Frequency: 0         
Term: Jin                            Term Frequency: 0         
Term: Categorical                    Term Frequency: 0         
Term: DISCUSSION                     Term Frequency: 0         
Term: L.W                            Term Frequency: 0         
Term: Interviews                     Term Frequency: 0         
Term: Rendering                      Term Frequency: 0         
Term: York                           Term Frequency: 0         
Term: Recent                         Term Frequency: 0         
Term: Data                           Term Frequency: 0         
Term: Line                           Term Frequency: 0         
Term: Hershkovitz                    Term Frequency: 0         
Term: Analyzing                      Term Frequency: 0         
Term: Likelihood                     Term Frequency: 0         
Term: Interaction                    Term Frequency: 0         
Term: Because                        Term Frequency: 0         
Term: With                           Term Frequency: 0         
Term: Canada                         Term Frequency: 0         
Term: Bumbacher                      Term Frequency: 0         
Term: LAK                            Term Frequency: 0         
Term: Mueller                        Term Frequency: 0         
Term: INTRODUCTION                   Term Frequency: 0         
Term: March                          Term Frequency: 0         
Term: into                           Term Frequency: 0         
Term: Grounded                       Term Frequency: 0         
Term: First                          Term Frequency: 0         
Term: M.D                            Term Frequency: 0         
Term: Neither                        Term Frequency: 0         
Term: M.W                            Term Frequency: 0         
Term: Kinect                         Term Frequency: 0         
Term: Interactive                    Term Frequency: 0         
Term: Science                        Term Frequency: 0         
Term: Lindgren                       Term Frequency: 0         
Term: Biological                     Term Frequency: 0         
Term: Using                          Term Frequency: 0         
Term: TraMineR                       Term Frequency: 0         
Term: Annual                         Term Frequency: 0         
Term: Ward’s                         Term Frequency: 0         
Term: Emboldened                     Term Frequency: 0         
Term: Student                        Term Frequency: 0         
Term: Charoenying                    Term Frequency: 0         
Term: Lowers                         Term Frequency: 0         
Term: Lee                            Term Frequency: 0         
Term: Analytics                      Term Frequency: 0         
Term: MIT                            Term Frequency: 0         
Term: N.S                            Term Frequency: 0         
Term: not                            Term Frequency: 0         
Term: Five                           Term Frequency: 0         
Term: Log                            Term Frequency: 0         
Term: Embodiment                     Term Frequency: 0         
Term: MMLA                           Term Frequency: 0         
Term: Low                            Term Frequency: 0         
Term: Sánchez                        Term Frequency: 0         
Term: RESULTS                        Term Frequency: 0         
Term: Simulation                     Term Frequency: 0         
Term: Theory                         Term Frequency: 0         
Term: Although                       Term Frequency: 0         
Term: Ritschard                      Term Frequency: 0         
Term: Mdn                            Term Frequency: 0         
Term: Body                           Term Frequency: 0         
Term: Statistical                    Term Frequency: 0         
Term: States                         Term Frequency: 0         
Term: Joshua                         Term Frequency: 0         
Term: Bulletin                       Term Frequency: 0         
Term: Agglomerative                  Term Frequency: 0         
Term: Static                         Term Frequency: 0         
Term: ISBN                           Term Frequency: 0         
Term: Request                        Term Frequency: 0         
Term: Those                          Term Frequency: 0         
Term: Hierarchical                   Term Frequency: 0         
Term: LEARNING                       Term Frequency: 0         
Term: Kind                           Term Frequency: 0         
Term: will                           Term Frequency: 0         
Term: Also                           Term Frequency: 0         
Term: Median                         Term Frequency: 0         
Term: these                          Term Frequency: 0         
Term: About                          Term Frequency: 0         
Term: Bottom                         Term Frequency: 0         
Term: Press                          Term Frequency: 0         
Term: with                           Term Frequency: 0         
Term: there                          Term Frequency: 0         
Term: Hokayem                        Term Frequency: 0         
Term: New                            Term Frequency: 0         
Term: Qualitative                    Term Frequency: 0         
Term: Now                            Term Frequency: 0         
Term: Review                         Term Frequency: 0         
Term: Danish                         Term Frequency: 0         
Term: Normalized                     Term Frequency: 0         
Term: ICCV                           Term Frequency: 0         
Term: Technology                     Term Frequency: 0         
Term: their                          Term Frequency: 0         
Term: National                       Term Frequency: 0         
Term: METHODS                        Term Frequency: 0         
Term: Proceedings                    Term Frequency: 0         
Term: Hand                           Term Frequency: 0         
Term: Alibali                        Term Frequency: 0         
Term: Visser                         Term Frequency: 0         
Term: International                  Term Frequency: 0         
Term: Siemens                        Term Frequency: 0         
Term: Penetrating                    Term Frequency: 0         
Term: Psychonomic                    Term Frequency: 0         
Term: Tversky                        Term Frequency: 0         
Term: Foxes                          Term Frequency: 0         
Term: ABSTRACT                       Term Frequency: 0         
Term: Integration                    Term Frequency: 0         
Term: Cambridge                      Term Frequency: 0         
Term: Permission                     Term Frequency: 0         
Term: Learning                       Term Frequency: 0         
Term: Andrade                        Term Frequency: 0         
Term: Our                            Term Frequency: 0         
Term: Results                        Term Frequency: 0         
Term: Furthermore                    Term Frequency: 0         
Term: NARST                          Term Frequency: 0         
Term: Feedback                       Term Frequency: 0         
Term: Informal                       Term Frequency: 0         
Term: SENSING                        Term Frequency: 0         
Term: Anual                          Term Frequency: 0         
Term: Principles                     Term Frequency: 0         
Term: Test                           Term Frequency: 0         
Term: Representation                 Term Frequency: 0         
Term: Meeting                        Term Frequency: 0         
Term: and                            Term Frequency: 0         
Term: Representative                 Term Frequency: 0         
Term: REFERENCES                     Term Frequency: 0         
Term: Psychology                     Term Frequency: 0         
Term: are                            Term Frequency: 0         
Term: OpenFace                       Term Frequency: 0         
Term: Several                        Term Frequency: 0         
Term: Pre                            Term Frequency: 0         
Term: Permissions                    Term Frequency: 0         
Term: IEEE                           Term Frequency: 0         
Term: Long                           Term Frequency: 0         
Term: Loop                           Term Frequency: 0         
Term: Wood                           Term Frequency: 0         
Term: Vancouver                      Term Frequency: 0         
Term: Applied                        Term Frequency: 0         
Term: Latent                         Term Frequency: 0         
Term: Gutiérrez                      Term Frequency: 0         
Term: ACM                            Term Frequency: 0         
Term: Yeah                           Term Frequency: 0         
Term: Teaching                       Term Frequency: 0         
Term: Abstracting                    Term Frequency: 0         
Term: Robinson                       Term Frequency: 0         
Term: Sensing                        Term Frequency: 0         
Term: Something                      Term Frequency: 0         
Term: AND                            Term Frequency: 0         
Term: Dawson                         Term Frequency: 0         
Term: Temporal                       Term Frequency: 0         
Term: but                            Term Frequency: 0         
Term: Gesture's                      Term Frequency: 0         
Term: MASS                           Term Frequency: 0         
Term: Cluster                        Term Frequency: 0         
Term: STEM                           Term Frequency: 0         
Term: Roberto                        Term Frequency: 0         
Term: Gain                           Term Frequency: 0         
