Term: twitter                        Term Frequency: 82        
Term: starting                       Term Frequency: 1         
Term: activity                       Term Frequency: 1         
Term: vertices                       Term Frequency: 1         
Term: 2.99                           Term Frequency: 1         
Term: 2.95                           Term Frequency: 1         
Term: variety                        Term Frequency: 1         
Term: thisstudy                      Term Frequency: 1         
Term: ond                            Term Frequency: 1         
Term: dialogues                      Term Frequency: 1         
Term: assist                         Term Frequency: 1         
Term: partially                      Term Frequency: 1         
Term: wide                           Term Frequency: 1         
Term: proportions                    Term Frequency: 1         
Term: tagging                        Term Frequency: 1         
Term: software                       Term Frequency: 1         
Term: theirhigh                      Term Frequency: 1         
Term: conf                           Term Frequency: 1         
Term: uncoverpossible                Term Frequency: 1         
Term: connection                     Term Frequency: 1         
Term: presence                       Term Frequency: 1         
Term: method                         Term Frequency: 1         
Term: columns                        Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: scientificconference           Term Frequency: 1         
Term: cool                           Term Frequency: 1         
Term: ofeach                         Term Frequency: 1         
Term: understandingof                Term Frequency: 1         
Term: connecting                     Term Frequency: 1         
Term: reveal                         Term Frequency: 1         
Term: own                            Term Frequency: 1         
Term: distributing                   Term Frequency: 1         
Term: lytics                         Term Frequency: 1         
Term: core                           Term Frequency: 1         
Term: theaverage                     Term Frequency: 1         
Term: semanti                        Term Frequency: 1         
Term: andyellow                      Term Frequency: 1         
Term: ponents                        Term Frequency: 1         
Term: anemerging                     Term Frequency: 1         
Term: explanation                    Term Frequency: 1         
Term: eling                          Term Frequency: 1         
Term: 5820                           Term Frequency: 1         
Term: achieve                        Term Frequency: 1         
Term: specificyear                   Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: blue                           Term Frequency: 1         
Term: whichcontains                  Term Frequency: 1         
Term: discuss                        Term Frequency: 1         
Term: notmade                        Term Frequency: 1         
Term: ileness                        Term Frequency: 1         
Term: topic345                       Term Frequency: 1         
Term: folks                          Term Frequency: 1         
Term: 83.33lak13                     Term Frequency: 1         
Term: remove                         Term Frequency: 1         
Term: pear                           Term Frequency: 1         
Term: theefforts                     Term Frequency: 1         
Term: service                        Term Frequency: 1         
Term: wereevident                    Term Frequency: 1         
Term: periph                         Term Frequency: 1         
Term: affords                        Term Frequency: 1         
Term: ingly                          Term Frequency: 1         
Term: likelihoods                    Term Frequency: 1         
Term: 3shaned07                      Term Frequency: 1         
Term: directional                    Term Frequency: 1         
Term: occurrencesof                  Term Frequency: 1         
Term: testthe                        Term Frequency: 1         
Term: rising                         Term Frequency: 1         
Term: cause                          Term Frequency: 1         
Term: itspertinent                   Term Frequency: 1         
Term: intended                       Term Frequency: 1         
Term: design                         Term Frequency: 1         
Term: attending                      Term Frequency: 1         
Term: ple                            Term Frequency: 1         
Term: contributing                   Term Frequency: 1         
Term: ply                            Term Frequency: 1         
Term: withcredit                     Term Frequency: 1         
Term: terized                        Term Frequency: 1         
Term: actions                        Term Frequency: 1         
Term: pop                            Term Frequency: 1         
Term: implied                        Term Frequency: 1         
Term: standing                       Term Frequency: 1         
Term: withan                         Term Frequency: 1         
Term: slides                         Term Frequency: 1         
Term: placing                        Term Frequency: 1         
Term: pre                            Term Frequency: 1         
Term: babble                         Term Frequency: 1         
Term: foreducational                 Term Frequency: 1         
Term: anincreasing                   Term Frequency: 1         
Term: thesemore                      Term Frequency: 1         
Term: classrooms                     Term Frequency: 1         
Term: choice                         Term Frequency: 1         
Term: group                          Term Frequency: 1         
Term: encapsulates                   Term Frequency: 1         
Term: oftweets                       Term Frequency: 1         
Term: 19gsiemens                     Term Frequency: 1         
Term: general                        Term Frequency: 1         
Term: visualgrasp                    Term Frequency: 1         
Term: clean                          Term Frequency: 1         
Term: tweeted                        Term Frequency: 1         
Term: 33.1                           Term Frequency: 1         
Term: areincreasingly                Term Frequency: 1         
Term: disparity                      Term Frequency: 1         
Term: networkmeasure                 Term Frequency: 1         
Term: tain                           Term Frequency: 1         
Term: tail                           Term Frequency: 1         
Term: relatedto                      Term Frequency: 1         
Term: analytic                       Term Frequency: 1         
Term: onthe                          Term Frequency: 1         
Term: interactwith                   Term Frequency: 1         
Term: prior                          Term Frequency: 1         
Term: take                           Term Frequency: 1         
Term: relatively                     Term Frequency: 1         
Term: tant                           Term Frequency: 1         
Term: session                        Term Frequency: 1         
Term: themore                        Term Frequency: 1         
Term: 2007                           Term Frequency: 1         
Term: 2003                           Term Frequency: 1         
Term: furtherspread                  Term Frequency: 1         
Term: material                       Term Frequency: 1         
Term: owned                          Term Frequency: 1         
Term: themost                        Term Frequency: 1         
Term: participationof                Term Frequency: 1         
Term: archivesin                     Term Frequency: 1         
Term: orlast                         Term Frequency: 1         
Term: uniquehot                      Term Frequency: 1         
Term: thistweet                      Term Frequency: 1         
Term: forvisualizing                 Term Frequency: 1         
Term: agents                         Term Frequency: 1         
Term: communitydynamics              Term Frequency: 1         
Term: rectional                      Term Frequency: 1         
Term: morepervasive                  Term Frequency: 1         
Term: interactively                  Term Frequency: 1         
Term: izations                       Term Frequency: 1         
Term: illustrate                     Term Frequency: 1         
Term: conceptualized                 Term Frequency: 1         
Term: position                       Term Frequency: 1         
Term: paradigms                      Term Frequency: 1         
Term: ering                          Term Frequency: 1         
Term: geeking                        Term Frequency: 1         
Term: deviation                      Term Frequency: 1         
Term: thereach                       Term Frequency: 1         
Term: collectivelygive               Term Frequency: 1         
Term: ongoing                        Term Frequency: 1         
Term: distinguish                    Term Frequency: 1         
Term: towere                         Term Frequency: 1         
Term: obsoletenames                  Term Frequency: 1         
Term: unless                         Term Frequency: 1         
Term: denotes                        Term Frequency: 1         
Term: perience                       Term Frequency: 1         
Term: 4.3.3                          Term Frequency: 1         
Term: 4.3.4                          Term Frequency: 1         
Term: mainly                         Term Frequency: 1         
Term: 4.3.1                          Term Frequency: 1         
Term: 4.3.2                          Term Frequency: 1         
Term: atweet                         Term Frequency: 1         
Term: interactionsamong              Term Frequency: 1         
Term: toeach                         Term Frequency: 1         
Term: participantswithin             Term Frequency: 1         
Term: summary                        Term Frequency: 1         
Term: studyexplores                  Term Frequency: 1         
Term: focusing                       Term Frequency: 1         
Term: agree                          Term Frequency: 1         
Term: conferenceparticipants         Term Frequency: 1         
Term: whichhas                       Term Frequency: 1         
Term: demics                         Term Frequency: 1         
Term: agenda                         Term Frequency: 1         
Term: comma                          Term Frequency: 1         
Term: evolving                       Term Frequency: 1         
Term: backarea                       Term Frequency: 1         
Term: inspectionof                   Term Frequency: 1         
Term: andeducational                 Term Frequency: 1         
Term: public                         Term Frequency: 1         
Term: resources                      Term Frequency: 1         
Term: tradi                          Term Frequency: 1         
Term: setting                        Term Frequency: 1         
Term: exam                           Term Frequency: 1         
Term: popularfor                     Term Frequency: 1         
Term: ofnetworked                    Term Frequency: 1         
Term: algorithmstarts                Term Frequency: 1         
Term: definedas                      Term Frequency: 1         
Term: 2013.349                       Term Frequency: 1         
Term: 3417                           Term Frequency: 1         
Term: mitigate                       Term Frequency: 1         
Term: loosely                        Term Frequency: 1         
Term: ofangles                       Term Frequency: 1         
Term: collectively                   Term Frequency: 1         
Term: age                            Term Frequency: 1         
Term: rid                            Term Frequency: 1         
Term: inthat                         Term Frequency: 1         
Term: algorithms                     Term Frequency: 1         
Term: steadily                       Term Frequency: 1         
Term: textincluded                   Term Frequency: 1         
Term: tended                         Term Frequency: 1         
Term: future                         Term Frequency: 1         
Term: businessis                     Term Frequency: 1         
Term: percentages                    Term Frequency: 1         
Term: flowsduring                    Term Frequency: 1         
Term: amp                            Term Frequency: 1         
Term: eachmodel                      Term Frequency: 1         
Term: ana                            Term Frequency: 1         
Term: havenot                        Term Frequency: 1         
Term: any                            Term Frequency: 1         
Term: organizers                     Term Frequency: 1         
Term: 0.6                            Term Frequency: 1         
Term: 0.7                            Term Frequency: 1         
Term: 0.9                            Term Frequency: 1         
Term: lakdata14                      Term Frequency: 1         
Term: tagged                         Term Frequency: 1         
Term: peekedin                       Term Frequency: 1         
Term: came                           Term Frequency: 1         
Term: vice                           Term Frequency: 1         
Term: noticed                        Term Frequency: 1         
Term: relations                      Term Frequency: 1         
Term: becoming                       Term Frequency: 1         
Term: wasreplied                     Term Frequency: 1         
Term: run                            Term Frequency: 1         
Term: lowing                         Term Frequency: 1         
Term: themdirect                     Term Frequency: 1         
Term: newest                         Term Frequency: 1         
Term: mally                          Term Frequency: 1         
Term: previoussection                Term Frequency: 1         
Term: presiden                       Term Frequency: 1         
Term: introduce                      Term Frequency: 1         
Term: momentum                       Term Frequency: 1         
Term: discourse                      Term Frequency: 1         
Term: besidesthose                   Term Frequency: 1         
Term: ciprocate                      Term Frequency: 1         
Term: broad                          Term Frequency: 1         
Term: diffusionpatterns              Term Frequency: 1         
Term: andconversation                Term Frequency: 1         
Term: alized                         Term Frequency: 1         
Term: demic                          Term Frequency: 1         
Term: package                        Term Frequency: 1         
Term: the2011                        Term Frequency: 1         
Term: 22,7                           Term Frequency: 1         
Term: profit                         Term Frequency: 1         
Term: academicfield                  Term Frequency: 1         
Term: trated                         Term Frequency: 1         
Term: frequencies                    Term Frequency: 1         
Term: reflected                      Term Frequency: 1         
Term: fluid                          Term Frequency: 1         
Term: participat                     Term Frequency: 1         
Term: personal                       Term Frequency: 1         
Term: ser                            Term Frequency: 1         
Term: visu                           Term Frequency: 1         
Term: weredirectional                Term Frequency: 1         
Term: uncovering                     Term Frequency: 1         
Term: 2223                           Term Frequency: 1         
Term: allthe                         Term Frequency: 1         
Term: faded                          Term Frequency: 1         
Term: unstable                       Term Frequency: 1         
Term: she                            Term Frequency: 1         
Term: explained                      Term Frequency: 1         
Term: separatedvalues                Term Frequency: 1         
Term: improved                       Term Frequency: 1         
Term: andknowledge                   Term Frequency: 1         
Term: practitioners                  Term Frequency: 1         
Term: inquiry                        Term Frequency: 1         
Term: atleast                        Term Frequency: 1         
Term: 2723576.2723584was             Term Frequency: 1         
Term: systematic                     Term Frequency: 1         
Term: membersinter                   Term Frequency: 1         
Term: eachother                      Term Frequency: 1         
Term: spe                            Term Frequency: 1         
Term: 1.3                            Term Frequency: 1         
Term: 1.5                            Term Frequency: 1         
Term: 1.6                            Term Frequency: 1         
Term: 1.9                            Term Frequency: 1         
Term: itsannual                      Term Frequency: 1         
Term: sentiments                     Term Frequency: 1         
Term: nature                         Term Frequency: 1         
Term: 100                            Term Frequency: 1         
Term: 104                            Term Frequency: 1         
Term: 106                            Term Frequency: 1         
Term: essentially                    Term Frequency: 1         
Term: ysis                           Term Frequency: 1         
Term: occurrences                    Term Frequency: 1         
Term: 71.0                           Term Frequency: 1         
Term: 113                            Term Frequency: 1         
Term: 119                            Term Frequency: 1         
Term: closely                        Term Frequency: 1         
Term: stu                            Term Frequency: 1         
Term: sub                            Term Frequency: 1         
Term: enhances                       Term Frequency: 1         
Term: 132                            Term Frequency: 1         
Term: current                        Term Frequency: 1         
Term: 142                            Term Frequency: 1         
Term: 145                            Term Frequency: 1         
Term: isreached                      Term Frequency: 1         
Term: potentialto                    Term Frequency: 1         
Term: frequency                      Term Frequency: 1         
Term: tized                          Term Frequency: 1         
Term: thefield                       Term Frequency: 1         
Term: platformsare                   Term Frequency: 1         
Term: idea                           Term Frequency: 1         
Term: approximatelyrepresent         Term Frequency: 1         
Term: 173                            Term Frequency: 1         
Term: moretightly                    Term Frequency: 1         
Term: 178                            Term Frequency: 1         
Term: missing                        Term Frequency: 1         
Term: educationalresearch            Term Frequency: 1         
Term: usersand                       Term Frequency: 1         
Term: weaker                         Term Frequency: 1         
Term: 184                            Term Frequency: 1         
Term: tested                         Term Frequency: 1         
Term: tained                         Term Frequency: 1         
Term: 197                            Term Frequency: 1         
Term: pages252                       Term Frequency: 1         
Term: ofmodularity                   Term Frequency: 1         
Term: filter                         Term Frequency: 1         
Term: widelyused                     Term Frequency: 1         
Term: becausethey                    Term Frequency: 1         
Term: posed                          Term Frequency: 1         
Term: isconsistent                   Term Frequency: 1         
Term: files                          Term Frequency: 1         
Term: potentially                    Term Frequency: 1         
Term: aware                          Term Frequency: 1         
Term: projected                      Term Frequency: 1         
Term: 23.8                           Term Frequency: 1         
Term: carries                        Term Frequency: 1         
Term: Welsh.Pointless                Term Frequency: 0         
Term: Herbrich                       Term Frequency: 0         
Term: A                              Term Frequency: 0         
Term: B                              Term Frequency: 0         
Term: C                              Term Frequency: 0         
Term: D                              Term Frequency: 0         
Term: E                              Term Frequency: 0         
Term: G                              Term Frequency: 0         
Term: H                              Term Frequency: 0         
Term: I                              Term Frequency: 0         
Term: J                              Term Frequency: 0         
Term: K                              Term Frequency: 0         
Term: L                              Term Frequency: 0         
Term: M                              Term Frequency: 0         
Term: N                              Term Frequency: 0         
Term: O                              Term Frequency: 0         
Term: P                              Term Frequency: 0         
Term: R                              Term Frequency: 0         
Term: Williamson                     Term Frequency: 0         
Term: S                              Term Frequency: 0         
Term: T                              Term Frequency: 0         
Term: V                              Term Frequency: 0         
Term: W                              Term Frequency: 0         
Term: X                              Term Frequency: 0         
Term: Y                              Term Frequency: 0         
Term: a                              Term Frequency: 0         
Term: the                            Term Frequency: 0         
Term: Red                            Term Frequency: 0         
Term: onWorld                        Term Frequency: 0         
Term: UniversityWest                 Term Frequency: 0         
Term: DCLA13                         Term Frequency: 0         
Term: Complicated                    Term Frequency: 0         
Term: Heiberger                      Term Frequency: 0         
Term: Affairs.John                   Term Frequency: 0         
Term: Rate                           Term Frequency: 0         
Term: toQ                            Term Frequency: 0         
Term: Mechanics                      Term Frequency: 0         
Term: DescriptorsK                   Term Frequency: 0         
Term: andD                           Term Frequency: 0         
Term: andE                           Term Frequency: 0         
Term: USwxdg5                        Term Frequency: 0         
Term: andS                           Term Frequency: 0         
Term: LDAvisduring                   Term Frequency: 0         
Term: andK                           Term Frequency: 0         
Term: All                            Term Frequency: 0         
Term: Huang                          Term Frequency: 0         
Term: And                            Term Frequency: 0         
Term: Getting                        Term Frequency: 0         
Term: Interfaces                     Term Frequency: 0         
Term: METHODS4.1                     Term Frequency: 0         
Term: eLearning                      Term Frequency: 0         
Term: Then                           Term Frequency: 0         
Term: INTRODUCTIONLearning           Term Frequency: 0         
Term: visualizations.However         Term Frequency: 0         
Term: CEUR                           Term Frequency: 0         
Term: TWITTER                        Term Frequency: 0         
Term: 3105Table                      Term Frequency: 0         
Term: There                          Term Frequency: 0         
Term: This                           Term Frequency: 0         
Term: These                          Term Frequency: 0         
Term: Avg                            Term Frequency: 0         
Term: about347Figure                 Term Frequency: 0         
Term: Joksimovic                     Term Frequency: 0         
Term: Others                         Term Frequency: 0         
Term: Conference                     Term Frequency: 0         
Term: SecondInternational            Term Frequency: 0         
Term: Computer                       Term Frequency: 0         
Term: Given                          Term Frequency: 0         
Term: Lafferty                       Term Frequency: 0         
Term: Indexing                       Term Frequency: 0         
Term: LAK.Further                    Term Frequency: 0         
Term: Thus                           Term Frequency: 0         
Term: McKenzie                       Term Frequency: 0         
Term: CharacteristicsFigure          Term Frequency: 0         
Term: Arab                           Term Frequency: 0         
Term: Sec                            Term Frequency: 0         
Term: Hashtagshashtags               Term Frequency: 0         
Term: Herr                           Term Frequency: 0         
Term: DatasetThe                     Term Frequency: 0         
Term: Computational                  Term Frequency: 0         
Term: ofLAK12                        Term Frequency: 0         
Term: University                     Term Frequency: 0         
Term: Processing                     Term Frequency: 0         
Term: accordingly.LDAvis             Term Frequency: 0         
Term: Dataset4.2                     Term Frequency: 0         
Term: USACopyright                   Term Frequency: 0         
Term: Educational                    Term Frequency: 0         
Term: Wealso                         Term Frequency: 0         
Term: connectedcomponent.Because     Term Frequency: 0         
Term: TwitterAPI                     Term Frequency: 0         
Term: Balacheff                      Term Frequency: 0         
Term: Zaman                          Term Frequency: 0         
Term: Tweetsmore                     Term Frequency: 0         
Term: Information                    Term Frequency: 0         
Term: DISCUSSION5.1                  Term Frequency: 0         
Term: CSV                            Term Frequency: 0         
Term: Anderson                       Term Frequency: 0         
Term: Want                           Term Frequency: 0         
Term: It’s                           Term Frequency: 0         
Term: Suh                            Term Frequency: 0         
Term: Enhanced                       Term Frequency: 0         
Term: 2D                             Term Frequency: 0         
Term: Baker                          Term Frequency: 0         
Term: Symposiumon                    Term Frequency: 0         
Term: workGeneral                    Term Frequency: 0         
Term: Portalfor                      Term Frequency: 0         
Term: Nunes                          Term Frequency: 0         
Term: Madhavan                       Term Frequency: 0         
Term: SocialNetwork                  Term Frequency: 0         
Term: Breslin                        Term Frequency: 0         
Term: Smith                          Term Frequency: 0         
Term: Graphics                       Term Frequency: 0         
Term: Can                            Term Frequency: 0         
Term: Chen                           Term Frequency: 0         
Term: Since                          Term Frequency: 0         
Term: LAK2014                        Term Frequency: 0         
Term: Haruechaiyasak                 Term Frequency: 0         
Term: Ebner                          Term Frequency: 0         
Term: An                             Term Frequency: 0         
Term: Machine                        Term Frequency: 0         
Term: The                            Term Frequency: 0         
Term: As                             Term Frequency: 0         
Term: At                             Term Frequency: 0         
Term: Linguistics                    Term Frequency: 0         
Term: Herder                         Term Frequency: 0         
Term: ContextTwitter                 Term Frequency: 0         
Term: By                             Term Frequency: 0         
Term: Beham                          Term Frequency: 0         
Term: Chi                            Term Frequency: 0         
Term: the344Conf                     Term Frequency: 0         
Term: 5.2In                          Term Frequency: 0         
Term: theLAK                         Term Frequency: 0         
Term: Haiti                          Term Frequency: 0         
Term: During                         Term Frequency: 0         
Term: IN                             Term Frequency: 0         
Term: Hu                             Term Frequency: 0         
Term: Southwest                      Term Frequency: 0         
Term: Top                            Term Frequency: 0         
Term: In                             Term Frequency: 0         
Term: Is                             Term Frequency: 0         
Term: It                             Term Frequency: 0         
Term: LAK1                           Term Frequency: 0         
Term: USA                            Term Frequency: 0         
Term: Con                            Term Frequency: 0         
Term: Lasorsa                        Term Frequency: 0         
Term: Journal                        Term Frequency: 0         
Term: Spread                         Term Frequency: 0         
Term: grades.Journal                 Term Frequency: 0         
Term: MN                             Term Frequency: 0         
Term: MO                             Term Frequency: 0         
Term: Experiment                     Term Frequency: 0         
Term: Pearce                         Term Frequency: 0         
Term: Loken                          Term Frequency: 0         
Term: Organizational                 Term Frequency: 0         
Term: NY                             Term Frequency: 0         
Term: Understanding                  Term Frequency: 0         
Term: Ng                             Term Frequency: 0         
Term: On                             Term Frequency: 0         
Term: InternationalConference        Term Frequency: 0         
Term: Consumer                       Term Frequency: 0         
Term: RT                             Term Frequency: 0         
Term: Figure                         Term Frequency: 0         
Term: such                           Term Frequency: 0         
Term: Conferenceon                   Term Frequency: 0         
Term: Other                          Term Frequency: 0         
Term: community.In                   Term Frequency: 0         
Term: Guillaume                      Term Frequency: 0         
Term: To                             Term Frequency: 0         
Term: LASI                           Term Frequency: 0         
Term: Freq                           Term Frequency: 0         
Term: Us                             Term Frequency: 0         
Term: XingUniversity                 Term Frequency: 0         
Term: EduLive                        Term Frequency: 0         
Term: was                            Term Frequency: 0         
Term: We                             Term Frequency: 0         
Term: Within                         Term Frequency: 0         
Term: preprintarXiv                  Term Frequency: 0         
Term: Research                       Term Frequency: 0         
Term: Trends                         Term Frequency: 0         
Term: EDM                            Term Frequency: 0         
Term: LAKeither                      Term Frequency: 0         
Term: OnLearning                     Term Frequency: 0         
Term: DataChallenge                  Term Frequency: 0         
Term: an                             Term Frequency: 0         
Term: as                             Term Frequency: 0         
Term: at                             Term Frequency: 0         
Term: be                             Term Frequency: 0         
Term: PublicRelations                Term Frequency: 0         
Term: by                             Term Frequency: 0         
Term: Fast                           Term Frequency: 0         
Term: observed.Figure                Term Frequency: 0         
Term: Stone                          Term Frequency: 0         
Term: Visualizing                    Term Frequency: 0         
Term: Centric                        Term Frequency: 0         
Term: Replies                        Term Frequency: 0         
Term: Though                         Term Frequency: 0         
Term: Insightfrom                    Term Frequency: 0         
Term: Replied                        Term Frequency: 0         
Term: keywords.In                    Term Frequency: 0         
Term: for                            Term Frequency: 0         
Term: Lafayette                      Term Frequency: 0         
Term: Desriptive                     Term Frequency: 0         
Term: umn.eduXin                     Term Frequency: 0         
Term: LAKconferences                 Term Frequency: 0         
Term: if                             Term Frequency: 0         
Term: in                             Term Frequency: 0         
Term: is                             Term Frequency: 0         
Term: it                             Term Frequency: 0         
Term: Recommendation                 Term Frequency: 0         
Term: Tracking                       Term Frequency: 0         
Term: Diameter                       Term Frequency: 0         
Term: Use                            Term Frequency: 0         
Term: that                           Term Frequency: 0         
Term: no                             Term Frequency: 0         
Term: of                             Term Frequency: 0         
Term: on                             Term Frequency: 0         
Term: or                             Term Frequency: 0         
Term: Conversationality              Term Frequency: 0         
Term: Rungkasiri                     Term Frequency: 0         
Term: atLAK                          Term Frequency: 0         
Term: they                           Term Frequency: 0         
Term: Rappoport                      Term Frequency: 0         
Term: then                           Term Frequency: 0         
Term: Aug2010                        Term Frequency: 0         
Term: Communication                  Term Frequency: 0         
Term: to                             Term Frequency: 0         
Term: Hanging                        Term Frequency: 0         
Term: conversation.Conference        Term Frequency: 0         
Term: this                           Term Frequency: 0         
Term: conference.We                  Term Frequency: 0         
Term: Specifically                   Term Frequency: 0         
Term: Internet                       Term Frequency: 0         
Term: Van                            Term Frequency: 0         
Term: Posters                        Term Frequency: 0         
Term: Large                          Term Frequency: 0         
Term: section.Second                 Term Frequency: 0         
Term: CONCLUSIONSThe                 Term Frequency: 0         
Term: Table                          Term Frequency: 0         
Term: ACLWorkshop                    Term Frequency: 0         
Term: dataset.In                     Term Frequency: 0         
Term: years.Second                   Term Frequency: 0         
Term: Multidisciplinarity            Term Frequency: 0         
Term: Colleagueshave                 Term Frequency: 0         
Term: PreprocessingBefore            Term Frequency: 0         
Term: Horst                          Term Frequency: 0         
Term: usingTwitter                   Term Frequency: 0         
Term: Therefore                      Term Frequency: 0         
Term: Descriptive                    Term Frequency: 0         
Term: Analysis                       Term Frequency: 0         
Term: Workshop                       Term Frequency: 0         
Term: Social                         Term Frequency: 0         
Term: ofInterlinking                 Term Frequency: 0         
Term: Vol                            Term Frequency: 0         
Term: Enrichment                     Term Frequency: 0         
Term: Standard                       Term Frequency: 0         
Term: NIPS                           Term Frequency: 0         
Term: Topics                         Term Frequency: 0         
Term: Community                      Term Frequency: 0         
Term: Bucharest                      Term Frequency: 0         
Term: Shirley                        Term Frequency: 0         
Term: Itdenotes                      Term Frequency: 0         
Term: Herring                        Term Frequency: 0         
Term: 348CEUR                        Term Frequency: 0         
Term: Lund                           Term Frequency: 0         
Term: Assisted                       Term Frequency: 0         
Term: Finally                        Term Frequency: 0         
Term: Crowds                         Term Frequency: 0         
Term: Datasets                       Term Frequency: 0         
Term: Third                          Term Frequency: 0         
Term: Sankey                         Term Frequency: 0         
Term: USAchenbd                      Term Frequency: 0         
Term: TWITTERTwitter                 Term Frequency: 0         
Term: Rojas                          Term Frequency: 0         
Term: Sharkey                        Term Frequency: 0         
Term: Simi                           Term Frequency: 0         
Term: 1Martin                        Term Frequency: 0         
Term: Hawksey’s                      Term Frequency: 0         
Term: onComputational                Term Frequency: 0         
Term: Web                            Term Frequency: 0         
Term: Retweet                        Term Frequency: 0         
Term: Being                          Term Frequency: 0         
Term: Who                            Term Frequency: 0         
Term: HumanFactors                   Term Frequency: 0         
Term: Why                            Term Frequency: 0         
Term: Times                          Term Frequency: 0         
Term: LAK14sheilmcn                  Term Frequency: 0         
Term: Practices                      Term Frequency: 0         
Term: Gasevic                        Term Frequency: 0         
Term: Goggins                        Term Frequency: 0         
Term: Betweenness                    Term Frequency: 0         
Term: arXiv                          Term Frequency: 0         
Term: For                            Term Frequency: 0         
Term: Riders                         Term Frequency: 0         
Term: Deconstruct                    Term Frequency: 0         
Term: Language                       Term Frequency: 0         
Term: Leme                           Term Frequency: 0         
Term: Linkedupproject                Term Frequency: 0         
Term: onLearning                     Term Frequency: 0         
Term: Graeff                         Term Frequency: 0         
Term: Copyrights                     Term Frequency: 0         
Term: Shamma                         Term Frequency: 0         
Term: Practice                       Term Frequency: 0         
Term: Efthimiadis.Conversational     Term Frequency: 0         
Term: HICSS                          Term Frequency: 0         
Term: Johnson                        Term Frequency: 0         
Term: Linked                         Term Frequency: 0         
Term: ChenPurdue                     Term Frequency: 0         
Term: Discovery                      Term Frequency: 0         
Term: InformationVisualization       Term Frequency: 0         
Term: Reinhardt.How                  Term Frequency: 0         
Term: WSProceedings                  Term Frequency: 0         
Term: Overall                        Term Frequency: 0         
Term: Each                           Term Frequency: 0         
Term: Impacts                        Term Frequency: 0         
Term: INFOVIS                        Term Frequency: 0         
Term: Confer                         Term Frequency: 0         
Term: Baltimore                      Term Frequency: 0         
Term: After                          Term Frequency: 0         
Term: 1358LAK12                      Term Frequency: 0         
Term: Journalism                     Term Frequency: 0         
Term: Mahendran                      Term Frequency: 0         
Term: Gao                            Term Frequency: 0         
Term: ANALYTICSBecause               Term Frequency: 0         
Term: ofAmerican                     Term Frequency: 0         
Term: isTwitter                      Term Frequency: 0         
Term: Froehlich.Interactive          Term Frequency: 0         
Term: Challenge                      Term Frequency: 0         
Term: Knowl                          Term Frequency: 0         
Term: Discovering                    Term Frequency: 0         
Term: again.To                       Term Frequency: 0         
Term: Systems                        Term Frequency: 0         
Term: Levine                         Term Frequency: 0         
Term: Content                        Term Frequency: 0         
Term: topics.The                     Term Frequency: 0         
Term: 9R3beccaF                      Term Frequency: 0         
Term: Dork                           Term Frequency: 0         
Term: Participants                   Term Frequency: 0         
Term: Park                           Term Frequency: 0         
Term: Path                           Term Frequency: 0         
Term: nected.In                      Term Frequency: 0         
Term: Xing                           Term Frequency: 0         
Term: Component                      Term Frequency: 0         
Term: Holton.Normalizing             Term Frequency: 0         
Term: Users                          Term Frequency: 0         
Term: Participating                  Term Frequency: 0         
Term: Edges                          Term Frequency: 0         
Term: Topic                          Term Frequency: 0         
Term: Costa                          Term Frequency: 0         
Term: 91.71Table                     Term Frequency: 0         
Term: Students                       Term Frequency: 0         
Term: Theoryand                      Term Frequency: 0         
Term: theDiscourse                   Term Frequency: 0         
Term: Open                           Term Frequency: 0         
Term: Association                    Term Frequency: 0         
Term: 1Table                         Term Frequency: 0         
Term: Learn                          Term Frequency: 0         
Term: Analyze                        Term Frequency: 0         
Term: Leave                          Term Frequency: 0         
Term: Modeling                       Term Frequency: 0         
Term: Alloca                         Term Frequency: 0         
Term: Deviations                     Term Frequency: 0         
Term: Ldavis                         Term Frequency: 0         
Term: Studies                        Term Frequency: 0         
Term: uniqueTwitter                  Term Frequency: 0         
Term: Hanfler                        Term Frequency: 0         
Term: AnalysisInteraction            Term Frequency: 0         
Term: andReconstruct                 Term Frequency: 0         
Term: Elavsky                        Term Frequency: 0         
Term: Knowledge                      Term Frequency: 0         
Term: Dirichlet                      Term Frequency: 0         
Term: Assessing                      Term Frequency: 0         
Term: Passant                        Term Frequency: 0         
Term: LAK11and                       Term Frequency: 0         
Term: Visualization                  Term Frequency: 0         
Term: Riehmann                       Term Frequency: 0         
Term: Sentiment                      Term Frequency: 0         
Term: Twittercould                   Term Frequency: 0         
Term: Wiley                          Term Frequency: 0         
Term: skewed.Overall                 Term Frequency: 0         
Term: ofTwitter                      Term Frequency: 0         
Term: Together                       Term Frequency: 0         
Term: South                          Term Frequency: 0         
Term: Bhattarakosol                  Term Frequency: 0         
Term: Scale                          Term Frequency: 0         
Term: Repliedlak11                   Term Frequency: 0         
Term: Sievert                        Term Frequency: 0         
Term: Participants5.2                Term Frequency: 0         
Term: Davidov                        Term Frequency: 0         
Term: RecLAK                         Term Frequency: 0         
Term: What                           Term Frequency: 0         
Term: British                        Term Frequency: 0         
Term: Romania                        Term Frequency: 0         
Term: Largest                        Term Frequency: 0         
Term: Gruen                          Term Frequency: 0         
Term: Subject                        Term Frequency: 0         
Term: moreConf                       Term Frequency: 0         
Term: UsingLDAvis                    Term Frequency: 0         
Term: Learninganalytics              Term Frequency: 0         
